#CODE;RUSSIAN;x
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! больше не может иметь детей;x
AIREASON_OPINION;Мнение о персонаже §Y[GetTitledFirstName]§!;x
AIREASON_SKILLS;§Y[GetTitledFirstName]§! имеет навыки;x
AIREASON_REALPOLITIK;Политически заинтересован;x
AIREASON_REALPOLITIK_VS;§Y[GetTitledFirstName]§! - политическ[GetAyaYy] противни[GetTsaK];x
AIREASON_WRONG_RELIGION;Другая религия;x
AIREASON_WRONG_CULTURE;Другая культура;x
AIREASON_TOO_WEAK;Слабее, чем я;x
AIREASON_WEAKNESS;Отсутствие власти;x
AIREASON_STRENGTH;Власть;x
AIREASON_IS_RULER;Является правителем;x
AIREASON_NOT_DE_JURE_LIEGE;Де-юре не является моим сюзереном;x
AIREASON_CANNOT_AFFORD;Не может позволить себе;x
AIREASON_NO_INTEREST_IN_CHAR;§Y[GetTitledFirstName]§! мне не интерес[GetNaEn];x
AIREASON_SAME_DYNASTY_AS_TARGET;Той же династии, что и §Y[GetTitledFirstName]§!;x
AIREASON_TOO_CLOSE_FOR_SUCC_MARR;§Y[GetTitledFirstName]§! - потенциальн[GetAyaYy] наследни[GetTsaK];x
AIREASON_SUCC_LOWLY_RANK;§Y[GetTitledFirstName]§! слишком низкого происхождения;x
AIREASON_NOT_A_SUCCESSION_MARRIAGE;§Y[GetTitledFirstName]§! предпочитает брак по женской линии;x
AIREASON_POWER_TO_PRESS_CLAIMS;§Y[GetTitledFirstName]§! может помочь исполнить мои требования;x
AIREASON_UNABLE_PRESS_CLAIMS;§Y[GetTitledFirstName]§! не может помочь исполнить мои требования;x
AIREASON_REBELLIOUS;Мятежный;x
AIREASON_AGE_FACTOR;§Y[GetTitledFirstName]§! имеет возраст;x
AIREASON_IS_MY_LIEGE;§Y[GetTitledFirstName]§! - мой сюзерен;x
AIREASON_PRESTIGE_EFFECTS;Влияние на престиж;x
AIREASON_WANTS_FREEDOM;Хочет свободы;x
AIREASON_CLOSE_RELATIVE;§Y[GetTitledFirstName]§! - близк[GetAyaIy] родственни[GetTsaK];x
AIREASON_DARE_NOT_REFUSE;Не смеет отказать;x
AIREASON_CONFLICTING_INTERESTS;Конфликт интересов;x
AIREASON_SAME_REALM;Та же страна;x
AIREASON_GREED;Жадность;x
AIREASON_LAND_IS_GOOD;Земля - это хорошо;x
AIREASON_FEAR;§Y[GetTitledFirstName]§! внушает опасения;x
AIREASON_GOLD_IS_GOOD;Золото - это хорошо;x
AIREASON_CONSANGUINITY;Кровное родство;x
AIREASON_TOO_YOUNG;§Y[GetTitledFirstName]§! ещё ребёнок;x
AIREASON_GOT_MORE_ADVANCED_PLOT;Уже ведет аналогичный заговор;x
AIREASON_GOT_SAME_PLOT;Имеет тот же заговор;x
AIREASON_BACKING_SIMILAR_PLOT;Уже участвует в таком же заговоре;x
AIREASON_LIEGE_REALM_ATTACKED;Страна атакована;x
AIREASON_FIGHTING_WAR;Занят на войне;x
AIREASON_WARY_OF_FOREIGN_INTERVENTION;Опасается иностранного вторжения;x
AIREASON_AGE_POWER_DIFFERENCE;Разница в возрасте и власти жениха;x
