#CODE;RUSSIAN;x
EVTDESC_WOL_115;О, [target_seduced.GetTitledFirstNameNoRegnal]! Сколько трудностей мне пришлось преодолеть ради тебя, сколько дней и бессонных ночей в ожидании ответа в твоём сердце, но и любовным устремлениям есть предел. Да и найдется ли у меня время, чтобы ехать так далеко?;x
EVTDESC_WOL_115_BUSY;Моё нынешнее положение не оставляет мне выбора. Я попросту не могу себе позволить любовные интриги. О, [target_seduced.GetTitledFirstNameNoRegnal], увидимся ли мы снова?.;x
EVTDESC_WOL_115_UNAVAILABLE;О, [target_seduced.GetTitledFirstNameNoRegnal]. Какие бы чувства мы не питали друг к другу, тебя никогда нет рядом!;x
EVTOPTA_WOL_115;Пора признать... это безнадежно.;x
EVTOPTB_WOL_115;Я так просто не сдамся!;x
stop_seduce_decision;Прекратить соблазнение;x
stop_seduce_decision_desc;Пора отказаться от текущих усилий по соблазнению. Возможно, мне стоит сосредоточиться на чём-то другом...;x
stop_seduce_decision_tt;Соблазнение прекратится;x
stop_seduce_decision_target;Прекратить соблазнение;x
stop_seduce_decision_target_desc;§Y[Root.GetTitledFirstNameNoRegnal]§! не стоит моих усилий, пора заканчивать эти любовные игры. Сосредоточусь на чём-нибудь другом...;;x
stop_spy_on_decision;Прекратить шпионаж;x
stop_spy_on_decision_desc;Вы можете перестать шпионить за этим человеком. Есть масса других личностей, представляющих интерес...;x
stop_spy_on_decision_tt;Шпионаж будет прерван;x
stop_spy_on_decision_target;Перестать шпионить;x
stop_spy_on_decision_target_desc;§Y[Root.GetTitledFirstNameNoRegnal]§! не стоит моего внимания, пора прекратить шпионаж. Сосредоточусь на чём-нибудь другом...;;x
EVTDESC_HL_5051;Банды налётчиков подрывают местную торговлю. М[Liege.GetOyaOy] [Liege.GetLordLady] [Liege.GetTitledFirstName] приказал[Liege.GetEndA] мне поймать их главаря, дабы дороги снова стали безопасными для караванов.;x
EVTOPTA_HL_5051;Это мой долг.;x
EVTOPTB_HL_5051;Я не стану рисковать своей головой ради этого.;x
EVTTOOLTIP_HL_5051;Отказ выполнять приказ даст повод моему сюзерену арестовать меня.;x
EVTDESC_HL_5052;[From.GetTitledFirstName] торжественно бросил[From.GetEndA] к моим ногам голову предводителя разбойников, прежде разорявших [FromFrom.County.GetAdjective]ских купцов.;x
EVTOPTA_HL_5052;Отличная работа!;x
EVTDESC_HL_5053;Поздним вечером конюший привёл коня, который вернулся в стойло без всадника. Судя по всему, им был[From.GetEndA] [From.GetTitledFirstName], на н[From.GetHersHis] напали разбойники!;x
EVTOPTA_HL_5053;Что за страшная судьба.;x
EVTOPTB_HL_5053;Я убью их!;x
EVTOPTC_HL_5053;Скорее! Найдите этих мерзавцев!;x
EVTDESC_HL_5054;[From.GetTitledFirstName], эта трусливая тварь, слишком дорожит своей жизнью, чтобы лично уничтожить разбойников! Ослушаться моего приказа, неслыханно! Я могу арестовать [From.GetHersHis], но это не решит проблему безопасности торговых путей.;x
EVTOPTA_HL_5054;[From.GetSheHeCap] ответит за своё предательство!;x
EVTOPTB_HL_5054; "Хочешь сделать хорошо, делай сам".;x
EVTOPTC_HL_5054;Что ж, задействуем войска.;x
EVTDESC_HL_5055;[From.GetTitledFirstName] верну[From.GetLasLsya] избит[From.GetAyaYy] с остатками своего войска, если это ещё можно назвать войском. Жалкое зрелище. Всё, что [From.GetSheHe] смог[From.GetNoneE] Вам сообщить - это о своём сокрушительном поражении в бою с разбойниками.;x
EVTOPTA_HL_5055;Надоедливые крысы!;x
EVTDESC_HL_5056;К закату я и мои люди нашли лагерь разбойников. Посовещавшись, мы решили, что лучше будет...;x
EVTOPTA_HL_5056;...ворваться в лагерь и убить их лидера.;x
EVTOPTB_HL_5056;...дождаться полуночи и прокрасться мимо охраны.;x
EVTDESC_HL_5057;Ворвавшись в лагерь, минуя палатки и костры, мы видели совсем немного разбойников, но чувство, что их гораздо больше не покидало меня. Добежав до центра лагеря мы заметили, как необычная фигура выходит из большого шатра и ухмыляясь приветствует меня - их предводитель.;x
EVTOPTA_HL_5057;Напасть на него.;x
EVTOPTB_HL_5057;Предложить им золото за уход с моих земель.;x
EVTOPTC_HL_5057;Убедить их не нападать на путешественников.;x
EVTDESC_HL_5058;Мне искренне казалось, что эти невежды внимательно слушали все мои пространные речи о достоинствах цивилизованной жизни, верховенстве права и неприкосновенности частной собственности, но даже не пришло в голову подумать о том, что происходит прямо за моей спиной. Предводитель легко кивнул, и что-то крепко шарахнуло меня по затылку, оставив без сознания.;x
EVTOPTA_HL_5058;Ай!;x
EVTDESC_HL_5059;Очну[Root.GetLasLsya] я от звуков смеха и криков. Когда я потяну[Root.GetLasLsya] протереть и не смог[Root.GetNoneE], стало ясно - меня связали. Разбойники напялили на меня идиотскую одежду и провели по округе, требуя выкуп за моё освобождение.;x
EVTOPTA_HL_5059;Заплатить им.;x
EVTOPTB_HL_5059;Молить о пощаде.;x
EVTDESC_HL_5060;Наш план прокрасться в лагерь незамеченными полагаясь на темноту, оказался нелепой ошибкой. Вскоре мы обнаружили, что окружены численно превосходящим нас противником.;x
EVTOPTA_HL_5060;Стойте! Мы сдаёмся!;x
EVTOPTB_HL_5060;Ну что, девочки, потанцуем?;x
EVTDESC_HL_5061;Расправившись с дозорными, мы незаметно прокрались в лагерь разбойников и проникли в палатку их лидера. Пока он мирно спал, мой клинок оказался прямо у его горла. Внезапно он открыл глаза, пытаясь понять, что он только что увидел. Нужно действовать быстро!;x
EVTOPTA_HL_5061; "Убирайся с моих земель, или умрёшь!";x
EVTOPTB_HL_5061;Перерезать ему горло и биться с разбойниками.;x
caravan_raiders;Разорители караванов;x
caravan_raiders_desc;В этом округе орудуют банды разбойников, что серьёзно затрудняет торговлю.;x
caravan_guards;Охрана караванов;x
caravan_guards_desc;Специальная служба в этом округе охраняет караваны от налётов и защищает торговлю.;x
trade_governor;Торговый инспектор;x
trade_governor_desc;Торговля в этом округе находится под надзором опытного администратора.;x
opinion_refused_order;Нарушил[___] приказ;x #[From.GetEndA]`
dung_collector;Уборщи[_к__] навоза;x #[From.GetTsaK]`
surge_of_traders;Наплыв торговцев;x
chinese_embargo;Китайское эмбарго;x
publicly_humiliated;Публичное унижение;x
job_commander;Полководец;x
ASSIGN_LEADER;Назначить полководца;x
APPOINT_COMMANDER_INTERACTION_TITLE;Назначить полководцем;x
APPOINT_COMMANDER_INTERACTION_DESC;§Y[Recipient.GetTitledFirstName]§W станет одним из Ваших полководцев.;x
APPOINT_COMMANDER_INTERACTION_LONG_DESC;Только сам правитель, военный советник и те, кто был назначен полководцами могут командовать войсками на поле боя.;x
APPOINT_COMMANDER_INTERACTION_ACCEPT_SETUP;Назначен полководец;x
APPOINT_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetTitledFirstName]§W стал[Recipient.GetEndA] полководцем. §Y[Actor.GetBestName]§W назначил[Actor.GetEndA] [Recipient.GetHersHis] на эту должность.;x
