#CODE;RUSSIAN;x
NOT_IN_DYNASTY;НЕ принадлежит династии $DYNASTY|Y$;x
IN_DYNASTY;Принадлежит династии $DYNASTY|Y$;x
REALM_SIZE_LESS;Размер владений меньше чем §Y$VAL$§W;x
REALM_SIZE_LEAST;Размер владений НЕ менее чем §Y$VAL$§W;x
tut_6a_6;Гебриды (Сёреяр) к западу от Росса выглядят хорошей целью. Они были бы хорошим дополнением к нашей границе, к тому же их ополчение не выглядит впечатляющим. Нажмите на этот округ.;x
tut_6a_10;Сейчас давайте отправим канцлера выполнять миссию по изготовлению претензий. Нажмите кнопку "Сфабриковать претензии", затем нажмите на Сёреяр(Гебриды), чтобы поместить его там.;x
tut_8b_8;Папа может объявить крестовый поход на землю, которую следует захватить во имя католической церкви. Для этого она должна контролироваться мусульманами или язычниками. Эта земля привлекает армии крестоносцев. Католические страны получают повод для войны с самым высоким в иерархии сюзереном, владеющим ею. Присоединиться к походу, Вы можете через меню дипломатии с Папой, выбрав "Присоединиться к войне".;x
tut_8b_9;Если крестовый поход увенчался успехом, правитель, внёсший наибольший вклад (набравший наибольшее количество очков) на стороне католической церкви, будет объявлен в нём победителем.;x
tut_8b_10;Вы можете присоединиться к крестовому походу и управлять захваченными землями. Скорее всего, Вы получите за это большую награду, например, в виде очков благочестия и престижа. После крестового похода Вы продолжите управлять захваченными землями, а также приобретете черту характера "Крестоносец".;x
tut_8b_11;Если Вы присоединитесь к крестовому походу, но победителем в нём выйдет другой католик, Вы не получите новых земель, но по-прежнему приобретёте благочестие и престиж, а также черту "Крестоносец". Нажмите "Далее", чтобы завершить главу.;x
tut_8b_4;Если Вы - католик, вассалы из духовенства будут снабжать Вас рекрутами и золотом только в том случае, если они относятся к Вам лучше, чем к Папе. Самый лёгкий способ добиться этого - назначить на пост епископа человека, который уже хорошо к Вам относится. Нажмите на вкладку "Законы", чтобы узнать больше.;x
tut_7c_5;Одновременно Вы можете участвовать только в одном заговоре. Если Вы хотите начать новый заговор, Вам придется отменить текущий.;x
tut_7b_4;Слева от портрета персонажа Вы можете нажать кнопку "Выбрать амбицию". Как пример это могут быть: желание жениться, сколотить состояние, увеличить престиж и т.д. Реализовав амбицию, Вы получите небольшую награду.;x
tut_7c_4;Заговоры также можно выбрать через портрет персонажа, нажимая кнопку "Выбрать заговор". Поскольку трудно узнать заранее о преимуществах заговора, более простой способ заключается в использовании окна интриг, чтобы найти нужный заговор. Там есть большая кнопка "Нажмите, чтобы выбрать заговор".;x
tut_7b_2;Эта глава расскажет об амбициях. Все доступные для игры персонажи могут выбрать себе определенные амбиции в дополнение к заговорам. Откройте окно интриг.;x
tut_5b_4;Во вкладке "Войска" отображены различные типы ополчения из личных владений правителя и его вассалов. Первых контролирует сам правитель. Вторые управляются непосредственно вассалами. Существует и третья группа, управляемая вассалами Ваших вассалов.;x
tut_1a_3;Поскольку Вы играете католиком, земли под управлением церковных владетелей, например епископов, будут снабжать Вас золотом только в том случае, если их мнение о Вас выше мнения о Папе Римском. Иначе деньги будут отданы ему. Светские вассалы всегда делятся с Вами доходами, но Вы получите больше, если они будут Вам симпатизировать.;x
FAMILY_DUES_IRO;Взрослых мужчин рода §Y$DYNASTY$§! при дворе: §Y$NUM$§! (§Y$GOLD$§!¤ на каждого).;x
FAMILY_DUES_DRO;Все взрослые мужчины при дворе знатного купеческого рода получают долю общего дохода. В свою очередь, это позволяет открывать больше торговых представительств (факторий);x
coastal_republic_desc;§Y$CLAIMANT$§! может объявить войну за контроль над прибрежной областью §Y$TITLE$§!, поскольку правитель или его вассал имеют в ней своё представительство или, потому что целью является враждебная торговая республика.;x
coastal_county_republic_desc;Как торговая республика, §Y$CLAIMANT$§! может объявить войну за соседнюю область §Y$TITLE$§!, поскольку уже контролирует город в ней.;x
MAX_TRADE_POSTS;Максимальное число факторий: §Y$LIMIT$§!;x
MIN_TRADE_POSTS;Минимальный лимит факторий: §Y$NUM$§!;x
ADULT_FAMILY_IN_COURT;Взрослые члены cемьи: §Y+$VALUE$§!;x
DECLARE_WAR_INTERACTION_0;Нарушение перемирия (окончание: §Y$DATE$§!) будет стоить Вам §R$PRESTIGE$§! престижа и ухудшит мнение правителей, принадлежащих к религии §Y[Recipient.Religion.GetGroupName]§!, о Вас на §R$OPINION$§!. Вас могут признать "§YНарушителем перемирия§!", что ухудшит мнение о Вас всех правителей, исповедующих §Y[Recipient.Religion.GetGroupName]§! на §R$OPINION$§!.;x
IMPRISON_INTERACTION_1B;Использовав этот вариант, Вы создадите себе славу тирана, что ухудшит мнение всех людей республики о Вас на §R$OPINION$§!;x
OFFER_MARRIGE_INTERACTION_2A;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как родственни[ActorExtra.GetTsaK] обладателя титула $MYPARTYTIER$, §Y$MYPARTY$§W получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с родственни[RecipientExtra.GetTseyKom] обладателя титула  $THEIRPARTYTIER$.;x
OFFER_MARRIGE_INTERACTION_2B;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как родственни[ActorExtra.GetTsaK] обладателя титула $MYPARTYTIER$, §Y$MYPARTY$§W вместе с Вами получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с родственни[RecipientExtra.GetTseyKom] обладателя титула  $THEIRPARTYTIER$.;x
OFFER_MARRIGE_INTERACTION_2C;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как обладатель[ActorExtra.GetEndNitsa] титула $MYPARTYTIER$, §Y$MYPARTY$§W получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с родственни[RecipientExtra.GetTseyKom] обладателя титула $THEIRPARTYTIER$.;x
OFFER_MARRIGE_INTERACTION_2D;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как обладатель[ActorExtra.GetEndNitsa] титула $MYPARTYTIER$, §Y$MYPARTY$§W вместе с Вами получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с родственни[RecipientExtra.GetTseyKom] обладателя титула $THEIRPARTYTIER$.;x
OFFER_MARRIGE_INTERACTION_2E;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как родственни[ActorExtra.GetTsaK] обладателя титула $MYPARTYTIER$, §Y$MYPARTY$§W получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с обладател[RecipientExtra.GetSoftNitseyEm] титула $THEIRPARTYTIER$.;x
OFFER_MARRIGE_INTERACTION_2F;Предложить, чтобы §Y[ActorExtra.GetTitledFirstName]§W и §Y[RecipientExtra.GetTitledFirstName]§W вступили в брак. Как родственни[ActorExtra.GetTsaK] обладателя титула $MYPARTYTIER$, §Y$MYPARTY$§W вместе с Вами получит $PRESTIGE$ престижа от брака с представител[RecipientExtra.GetSoftNitseyEm] рода §Y[RecipientExtra.GetOnlyDynastyName]§W и $PRESTIGE2$ престижа от брака с обладател[RecipientExtra.GetSoftNitseyEm] титула $THEIRPARTYTIER$.;x
