#CODE;RUSSIAN;x
IS_NOT_ADULT;НЕТ совершеннолетия;x
IS_ADULT;Совершеннолетие;x
IS_NOT_MARRIAGE_ADULT;НЕ в брачном возрасте;x
IS_MARRIAGE_ADULT;В брачном возрасте;x
DISEASE_ACTIVATED;Теперь могут возникать вспышки болезни $DISEASE$ ;x
AIREASON_IS_PRISONER_OF_CHAR;В темнице персонажа §Y[GetTitledFirstName]§! ;x
SunsetInvasionDLC;Sunset Invasion;x
NOT_COASTAL;Округ НЕ прибрежный;x
NOT_FORBIDDEN_LEAD;Этому советнику разрешено возглавлять войска в ущерб работе.\n§GКликните, чтобы запретить ему это§!;x
FORBIDDEN_LEAD;Этому советнику запрещено возглавлять войска.\n§GКликните, чтобы разрешить ему это§!;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_0;§Y[Recipient.GetFirstName] выйдет из темницы, если примет предложение.§!;x
opinion_fought_for_claimant;Претендент[____], за котор[__ого] я сража[_лся];x #[From.GetEndKa] [From.GetUyuOgo] [Root.GetLasLsya]`
EVTOPTD9001;Спросить вежливо;x
EVTDESC9003;М[Root.GetOyaOy] [Root.GetTitle],\n как мне стало известно, некоторые люди в наших землях замышляют измену. Я верю в Вашу честность и благоразумие, и надеюсь, что если бы Вы были вовлечены в заговор, Вы положили бы этому конец и больше не стали бы его соучастни[Root.GetTseyKom].\nПодпись:\n [From.GetTitledName];x
EVTOPTA9003;Лучше не рисковать...;x
EVTOPTB9003;Ха! Это письмо - не более чем акт отчаяния.;x
EVTTOOLTIP9023;Послать вежливую просьбу.;x
EVTDESC9027;[Root.PrimaryTitle.GetFOA],\nХоть я и не в восторге от этого, но ради процветания нашей державы соглашусь поддержать любые Ваши начинания. Прошу Вас только об одном: не заставляйте меня потом пожалеть об этом.\nПодпись:\n [From.GetTitledName];x
DATA_COLLECTION_AGREEMENT;Хотите ли Вы помочь нам сделать Crusader Kings II лучше путем сбора информации о привычках игроков и популярности дополнений? Если Вы согласны, разработчикам будут посылаться анонимные данные об игре. Paradox Interactive не сможет использовать эти данные для получения информации об игроке лично.;x
DATA_COLLECTION_TITLE;Помочь разработчикам Crusader Kings II?;x
