#CODE;RUSSIAN;x
EVTOPTC91355;Быть может стоит обратиться к [From.GetHersHis] жадности...;x
EVTOPTD91355;Пожертвую немного золота.;x
EVTOPTE91355;Возможно [From.GetHersHis] [From.Spouse.GetHusbandWife] встанет на мою сторону.;x
EVTDESC91372;Мои люди передали мне послание - [From.GetTitledFirstName] всё ещё отвергает мои требования исправиться и предлагает мне крепкого евнуха с потрясающими военными навыками в качестве подарка, чтобы продолжать образ жизни декадента.;x
EVTOPTA91372;А ведь он мне пригодится!;x
EVTDESC91373;[From.GetTitledFirstName] рассказал[From.GetEndA] мне, как собирается прожить свою жизнь. [From.GetSubjectPronounCap] попыта[From.GetLasLsya] объяснить мне, что тот образ жизни, который я называю декадентским, на самом деле лишь иной способ исполнять то, что велит нам [From.Religion.GetHighGodName]. [From.GetSheHeCap] также предложил[From.GetEndA] внести пожертвование от моего имени в знак нашей дружбы.;x
EVTOPTA91373;[From.Religion.GetHighGodName] одобрил[From.GetHGodEndA] бы такое пожертвование.;x
EVTDESC91374;Сегодня [From.GetTitledFirstName] приш[From.GetLaYol] в м[Root.GetMyChamberACC] и, кажется, я [From.GetHerHim] нравлюсь. После множества приятных слов в мой адрес, [From.GetSheHe] призна[From.GetLasLsya], что [Root.Spouse.GetName] хочет бросить [From.GeHersHis] в темницу за декадентский образ жизни, несмотря на то, что с тех пор [From.GeSheHe] сильно измен[From.GetLasLsya].;x
EVTOPTA91374;[From.GetSheHeCap] так[From.GetAyaOy] мил[From.GetAyaYy]!;x
EVTOPTB91374;И бессовестно использует меня!;x
EVTDESC91375;М[Root.Spouse.GetOyaOy] [Root.Spouse.GetHusbandWife] расстроен[Root.Spouse.GetEndA] из-за того, что я слишком суров[Root.GetEndA] к декаденту, [Root.Spouse.GetSheHe] говорит, что [FromFrom.GetTitledFirstName] не заслуживает такого и просит [FromFrom.GetHersHis] отпустить.;x
EVTOPTA91375;Для тебя всё, что угодно, любим[Root.Spouse.GetAyaYy].;x
EVTDESC91376;М[Root.Spouse.GetOyaOy] [Root.Spouse.GetHusbandWife] пришл[Root.Spouse.GetEndA] ко мне с шокирующими известиями - [FromFrom.GetTitledFirstName] пыта[FromFrom.GetLasLsya] соблазнить [Root.Spouse.GetHersHis] и обратить против меня.;x
EVTDESC7950;Принимая во внимание распорядок дня и декадентский образ жизни, которым живёт [Root.PlotTarget.GetTitledFirstName], наилучшим местом для [Root.PlotTarget.GetHersHis] убийства будет [Root.PlotTarget.GetHersHis] собственный дворец...;x
EVTOPTA7950;Мои сообщники подкупят [Root.PlotTarget.GetHersHis] слуг.;x
