EKJobs100Title;Найден вампир!;;;;;;;;;;;;;x
vampire_found_tooltip;Вы приводите §Y[accused_vampire.GetBestName]§! на суд §Y[Root.Liege.GetTitle] [Root.Liege.GetFirstName]§!, [Root.Liege.GetSheHe] решит, что делать!;;;;;;;;;;;;;x
accuse_rival_vampire_tooltip;Воспользуйтесь этой возможностью, чтобы вернуться к сопернику и обвинить §Y[rival_target.GetHerHim]§! в том, что вы вампир. §Y[rival_target.GetBestName]§! может им и не быть - но все равно будет унижен...;;;;;;;;;;;;;x
probably_not_a_vampire_tooltip;Спокойно очистить имя §Y[accused_vampire.GetBestName]§! в качестве подозреваемого и двигаться дальше.;;;;;;;;;;;;;x
vampire_imprison_tooltip;§Y[accused_vampire.GetBestName]§! немедленно брошен в темницу.;;;;;;;;;;;;;x
vampire_test_tooltip;Разрешить §Y[Root.GetLordSpiritualName]§! определить, является ли §Y[accused_vampire.GetBestName]§! вампиром или нет.;;;;;;;;;;;;;x
vampire_free_tooltip;Разрешить §Y[accused_vampire.GetBestName]§! выйти на свободу, освобождая [accused_vampire.GetHerHim] от любых проступков.;;;;;;;;;;;;;x
EKJobs105_known_vampire_suspect;Тот факт, что злобный вампир [accused_vampire.GetBestName] открыто охотится на невинных, чтобы удовлетворить жажду крови [accused_vampire.GetHerHis], является злодеянием, которое не должно остаться безнаказанным!;;;;;;;;;;;;;x
EKJobs105_known_benevolent_vampire_suspect;[accused_vampire.GetBestName] утверждает, что тщательно пьет кровь только из желающих и только в случае необходимости, но факт в том, что [accused_vampire.GetSheHe] - вампир, и в то же время представляет собой угрозу!;;;;;;;;;;;;;x
EKJobs105_unknown_vampire_highly_suspect;Я наблюдаю за внешним видом [accused_vampire.GetBestName], графиком деятельности, диетическими привычками и общим поведением в течение достаточно долгого времени. Хотя остальная часть суда кажется не обращающей внимания, я почти уверен, что [accused_vampire.GetSheHe] - вампир!;;;;;;;;;;;;;x
EKJobs105_fake_vampire_highly_suspect;Я наблюдаю за внешностью [accused_vampire.GetBestName], графиком деятельности, диетическими привычками и общим поведением уже довольно давно. Хотя остальная часть суда кажется не замечающей, я почти уверен, что [accused_vampire.GetSheHe] - вампир!;;;;;;;;;;;;;x
EKJobs105_unknown_vampire_moderate_suspect;Я наблюдаю за внешностью [accused_vampire.GetBestName], графиком деятельности, диетическими привычками и общим поведением уже довольно давно. В то время как остальная часть суда кажется не замечающей, я весьма подозреваю, что [accused_vampire.GetSheHe] - вампир!;;;;;;;;;;;;;x
EKJobs105_fake_vampire_moderate_suspect;Я наблюдаю за внешним видом [accused_vampire.GetBestName], графиком деятельности, диетическими привычками и общим поведением в течение достаточно долгого времени. В то время как остальная часть суда кажется не замечающей, я двесьма подозреваю, что [accused_vampire.GetSheHe] - вампир!;;;;;;;;;;;;;x
EKJobs105_wildcard_vampire_suspect;Я наблюдаю за внешностью [accused_vampire.GetBestName], графиком деятельности, диетическими привычками и общим поведением уже довольно давно. Хотя у меня есть некоторые сомнения относительно природы [accused_vampire.GetHerHis], я считаю, что [accused_vampire.GetFirstName] - вампир!;;;;;;;;;;;;;x
EKJobs105OptA;Захватить [accused_vampire.GetHerHim]! [accused_vampire.GetSheHeCap] предстанет перед судом [Root.Liege.GetTitle] [Root.Liege.GetFirstName].;;;;;;;;;;;;;x
EKJobs105OptB;Я знаю, кого я бы предпочел обвинить ...;;;;;;;;;;;;;x
EKJobs105OptC;Возможно, [accused_vampire.GetFirstName] не вампир ...;;;;;;;;;;;;;x
EKJobs110_known_vampire_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], ни для кого не секрет, что [accused_vampire.GetFirstName] - вампир, который безрассудно охотится на жизнь! Вы должны что-то сделать с [accused_vampire.GetHerHim]!»;;;;;;;;;;;;;x
EKJobs110_known_benevolent_vampire_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], ни для кого не секрет, что [accused_vampire.GetFirstName] - вампир, и хотя [accused_vampire.GetSheHe] утверждает, что не питается живыми, я утверждаю, что [accused_vampire.GetSheHe] по-прежнему представляет угрозу для королевства!»;;;;;;;;;;;;;x
EKJobs110_unknown_vampire_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], тянущих [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], у меня есть веские доказательства того, что [accused_vampire.GetFirstName] - вампир! С вашего разрешения я хотел бы проверить [accused_vampire.GetHerHim] перед судом, чтобы раз и навсегда определить правду!»;;;;;;;;;;;;;x
EKJobs110_fake_vampire_highly_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой в цепи. «Мой [Root.GetTitle], у меня есть веские доказательства того, что [accused_vampire.GetFirstName] - вампир! С вашего разрешения я хотел бы проверить [accused_vampire.GetHerHim] перед судом, чтобы раз и навсегда определить правду!»;;;;;;;;;;;;;x
EKJobs110_unknown_vampire_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], у меня есть некоторые доказательства того, что [accused_vampire.GetFirstName] - вампир! С вашего разрешения я хотел бы проверить [accused_vampire.GetHerHim] перед судом, чтобы раз и навсегда определить правду!»;;;;;;;;;;;;;x
EKJobs110_fake_vampire_moderate_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], у меня есть некоторые доказательства того, что [accused_vampire.GetFirstName] - вампир! С вашего разрешения я хотел бы проверить [accused_vampire.GetHerHim] перед судом, чтобы раз и навсегда определить правду!»;;;;;;;;;;;;;x
EKJobs110_wildcard_vampire_suspect;[Root.GetLordSpiritualName] [Root.job_spiritual.GetFirstName] врывается в ваш [Root.GetChamber], в окружении нескольких [Root.GetReligionWarriorPlural], таская [accused_vampire.GetBestName] за собой на цепи. «Мой [Root.GetTitle], я подозреваю, что [accused_vampire.GetFirstName] может быть вампиром! С вашего разрешения я хотел бы проверить [accused_vampire.GetHerHim] перед судом, чтобы раз и навсегда определить правду!»;;;;;;;;;;;;;x
EKJobs110OptA;Брось вампира в темницу!;;;;;;;;;;;;;x
EKJobs110OptB;Очень хорошо. Посмотрим, действительно ли [accused_vampire.GetFirstName] вампир.;;;;;;;;;;;;;x
EKJobs110OptC;Я приказываю вам немедленно отпустить [accused_vampire.GetFirstName]!;;;;;;;;;;;;;x
EKJobs110OptD;Я не позволю этому случиться, [Root.GetLordSpiritualName]. Пусть [accused_vampire.GetFirstName] уйдет.;;;;;;;;;;;;;x
EKJobs115A;Этот невыносимый дурак, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] и небольшая армия охранников арестовали меня и привели меня к [my_liege.GetBestName], который приказал бросить меня в темницу из-за моего вампиризма!;;;;;;;;;;;;;x
EKJobs115B;Этот дурачок, [my_liege.GetLordSpiritualName] [my_liege.job_spiritual.GetFullName]! [my_liege.job_spiritual.GetSheHeCap] и небольшая армия охранников арестовали меня и привели меня к [my_liege.GetBestName], который приказал бросить меня в темницу из-за моего вампиризма! Они забыли, что я проявлял сдержанность и питался только желающими смертными?;;;;;;;;;;;;;x
EKJobs115OptA;Эта несправедливость не скоро будет забыта ...;;;;;;;;;;;;;x
EKJobs120;Ха! Хотя [my_liege.GetLordSpiritualName] и [my_liege.job_spiritual.GetFullName] представили меня перед [my_liege.GetBestName] в цепях и потребовали, чтобы меня посадили в тюрьму из-за моих вампирских способностей, [my_liege.GetFirstName] проявил милосердие и позволил мне уйти на свободу!;;;;;;;;;;;;;x
EKJobs120OptA;Как удачно!;;;;;;;;;;;;;x
