#CODE;RUSSIAN;x
create_aragon_desc;Я могу основать королевство Арагон и дать начало новой эре для этих земель.;x
create_portugal_desc;Я могу основать королевство Португалия и дать начало новой эре для этих земель.;x
create_castille_desc;Я могу основать королевство Кастиллию и дать начало новой эре для этих земель.;x
EVTDESC_39617;О, [Root.GetComplimentAdjective] [Root.GetTitledFirstName],\nНаш[From.GetEdA] [From.GetLordLady], [From.GetComplimentAdjective] [From.GetTitledNameWithNick] в своей безграничной мудрости искренне желает принять [From.GetReligionFullName]. Как [From.GetHersHis] [From.GetLordSpiritualName], я предлагаю Вам поступить так же.\n[From.GetReligiousGreeting],\n[convert_lord_spiritual.GetBestName], [From.GetLordSpiritualName] [From.PrimaryTitle.GetAdjective]ского двора.;x
EVTOPTA_39617;Что ж, да будет так!;x
EVTOPTB_39617;Ни за что! [Root.Religion.GetHighGodName] не простит мне этого!;x
EVTOPTC_39617;В пекло ваших богов!;x
EVTDESC62923;[From.GetDynName] основал[From.GetEndA] новое государство в Испании - [From.PrimaryTitle.GetTier] [From.PrimaryTitle.GetName]!;x
EVTDESC62925;[From.GetDynName] основал[From.GetEndA] новое государство в Испании - [From.PrimaryTitle.GetTier] [From.PrimaryTitle.GetName]!;x
EVTDESC62927;[From.GetDynName] основал[From.GetEndA] новое государство в Испании - [From.PrimaryTitle.GetTier] [From.PrimaryTitle.GetName]!;x
EVTDESC62921;[From.GetDynName] основал[From.GetEndA] новое государство - [From.PrimaryTitle.GetTier] Леон. [From.PrimaryTitle.GetTier] Астурия прекратила своё существование!;x
SM_CONTEXTSOUND;Динамические фоновые звуки;x
BUILD_FORT_DESC;Форт может быть построен в любом округе, находящемся под Вашим контролем, в том числе и на оккупированной Вашими войсками вражеской территории. Постройка будет стоить Вам §Y$COST$§!¤. Форты блокируют оккупацию свободных земель и сводят на нет §Yизмор§! Ваших войск, вызванный некоторыми языческими народами, защищающими свою территорию.;x
POPULATION_EFFECT_SCALED;$DIRECTION$ $VALUE$ населения;x
DISBAND_SUBUNIT;Распустить войско;x
CONFIRM_DISBAND_TITLE_SUBUNIT;Вы действительно желаете расформировать это войско?;x
create_aragon;Создать Арагон;x
create_portugal;Создать Португалию;x
create_castille;Создать Кастилию;x
EVTTOOLTIP72035;[This.GetTitledFirstName] узнает о судьбе Вашего противника.;x
MERCHANT_REPUBLICS_CANNOT_MOVE_CAPITAL;Торговые республики не могут менять столицу. Исключение составляет перенос столицы из сухопутного города в портовый.;x
PRESTIGE_LAW_PASSED_SETUP;Принят новый закон;x
GOV_BUILD_WITH_PIETY_DESC;Можно использовать благочестие, чтобы основать поселения следующих типов: $HOLDINGS_LIST$;x
GOVERNMENT_VASSALS_LESS_THAN;Имеет меньше чем §Y$NUM$§! вассалов с политической системой §Y$GOVERNMENT$§!;x
GOVERNMENT_VASSALS_AT_LEAST;Имеет НЕ меньше чем §Y$NUM$§! вассалов с политической системой §Y$GOVERNMENT$§!;x
FEATURES;Особенности;x
HINT_SPLASH_2_INTRO;Вы играете как [This.PrimaryTitle.GetRulerTitle] [This.GetCultureAdj]ой культуры, исповедующ[This.GetAyaIy] [This.GetReligionFullName].;x
UNSELECT_CHAR;Снять выбор с персонажа;x
tribal_governments_FEATURES;§Y*§! Может реформироваться и стать феодализмом, иктой, или торговой республикой;x
nomadic_governments_FEATURES;§Y*§! Может реформироваться и стать феодализмом, иктой, или торговой республикой\n§Y*§! Позволяет разрушать поселения ради богатства и технологий\n§Y*§!Может покидать земли, чтобы собирать население, привлекая больше людских ресурсов;x
GOVERNMENT_UNLOCKS;Доступны политические системы: ;x
REVOKE_TITLE_INTERACTION_2G;$GOVERNMENT$ позволяет нам отзывать титулы ранга §Y$TIER$§! без возражения со стороны аристократии.;x
IS_DIVINE_BLOOD;Династия §Y$DYNASTY$§! священна;x
IS_NOT_DIVINE_BLOOD;Династия §Y$DYNASTY$§! НЕ священна;x
SET_DIVINE_BLOOD;Династия §Y$DYNASTY$§! будет признана священной\n;x
UNSET_DIVINE_BLOOD;Династия §Y$DYNASTY$§! перестанет признаваться священной\n;x
AIREASON_AMBITION;Амбиция;x
b_kroran;Кроран;x
b_endere;Эндере;x
b_dandan_uilik;Дандан-Ойлик;x
b_korla;Корла;x
b_shanguo;Шаньго;x
b_turfan;Турфан;x
b_tashkurgan;Ташкурган;x
b_yecheng;Ечэн;x
b_mazar;Мазар;x
b_jiaohe;Цзяохэ;x
b_guma;Гума;x
b_wensu;Вэньсу;x
b_xayar;Шахъяр;x
b_danhuan;Дань-хуань;x
b_wutanzili;Утаньцзыли;x
b_huhu;Хуху;x
b_loulan;Лоулань;x
b_kargan;Карган;x
b_ruoqiang;Жоцян;x
b_mocheng;Мочэн;x
b_zuomo;Цзомо;x
b_yuling;Юйлин;x
b_jingjue;Цзинцзюэ;x
b_jiandu;Цзяньду;x
b_shangwangguo;Шанванго;x
b_xiuxun;Сюсюнь;x
b_wulei;Улэй;x
b_bay;Бей;x
b_toqsu;Токсу;x
b_awat;Ават;x
b_kelpin;Кельпин;x
b_fukang;Фукан;x
b_qiemi;Цеми;x
b_balikun;Баликунь;x
b_qian_pulei;Цянь Пулэй;x
b_hou_pulei;Хоу Пулэй;x
b_yulishi;Юйлиши;x
b_karghalik;Каргалык;x
b_weixu;Вэйсюй;x
b_weili;Вэйли;x
b_weitou;Вэйтоу;x
CHRONICLE_ADOPTED_FEUDALISM;Oтныне [From.GetDynName] установил[From.GetEndA] на своих землях феодальное право, оставив старые общинные порядки позади.;x
b_poskam;Посгам;x
b_yopurga;Юпурга;x
b_atush;Артуш;x
b_akto;Акто;x
b_ulugqat;Улугчат;x
b_uqturpan;Учтурфан;x
b_aral;Арал;x
b_qira;Чира;x
b_yeyik;Еик;x
b_sutang;Сутан;x
b_lop;Лоп;x
b_merdek;Мердек;x
b_yuni;Юни;x
b_tiemenguan;Темэньгуань;x
b_qigexing;Цигэсин;x
b_kizil;Кызылx;x
b_subashi;Субаши;x
b_kumtura;Кумтуру;x
b_bezeklik;Безеклик;x
b_astana;Астана;x
b_manas;Манас;x
b_changjo;Чанджо;x
b_kara_koshun;Кара-Кошун;x
b_lopnor;Лоб-Нор;x
b_shanshan;Шаньшань;x
b_kumtag;Камтэг;x
b_yingpan;Инпань;x
b_yiwu;Иу;x
b_dahe;Дахэ;x
b_piqan;Пичан;x
b_yanghai;Янхай;x
b_toyuq;Тоюк;x
b_nanhu_tarim;Наньху;x
b_fangpan;Фанпань;x
b_mogao;Могао;x
b_yueyaquan;Юэяцюань;x
b_hongliuwan;Хунлювань;x
b_xuanquanzhi;Сюаньцюаньчжи;x
b_yumenquan;Юменьцюань;x
b_xingcheng;Синчэн;x
b_yuanquan;Юаньцюань;x
b_yulin;Юйлинь;x
b_suoyang;Соян;x
b_mazongshan;Мацзуншань;x
b_changji;Чанцзи;x
b_xincheng;Синьчэн;x
ANSWER_YES;Да.;x
ANSWER_NO;Нет.;x
b_yumen;Юймэнь;x
CHRONICLE_FOUNDED_MERCHANT_REPUBLIC;Oтныне [From.GetDynName] установил[From.GetEndA] на своих землях торговую республику, оставив старые общинные порядки позади.;x
nomadic_emperor_female;Хатун;x
nomadic_king_female;Ханум;x
e_chagatai;Чагатай;x
FACTIONS_MENU;§YФракции§!;x
CLANS_MENU;§YКланы§!;x
THE_REPUBLIC_MENU;§YРеспублика§!;x
STAT_WEALTH_MENU;§YКазна§!;x
STAT_PRESTIGE_MENU;§YПрестиж§!;x
STAT_PIETY_MENU;§YБлагочестие§!;x
STAT_PIETY_MENU_HONOR;§YЧесть§!;x
STAT_PIETY_MENU_KARMA;§YКарма§!;x
STAT_PIETY_MENU_PURITY;§YЧистота§!;x
STAT_DEMESNE_SIZE_MENU;§YРазмер вотчины§!;x
STAT_VASSAL_LIMIT_MENU;§YВассальный лимит§!;x
STAT_REALM_SIZE_MENU;§YРазмер страны§!;x
STAT_SCORE_MENU;§YСчёт§!;x
STAT_POPULATION_MENU;§YНаселение§!;x
STAT_MANPOWER_MENU;§YЛюдские ресурсы§!;x
TECHNOLOGY;Технологии;x
LAW;Законы;x
MILITARY;Войска;x
INTRIGUE;Интриги;x
DEMESNE_INTERFACE_LABEL;§YВладения§!;x
TRADE_INTERFACE_LABEL;§YТорговля§!;x
FORTS_INTERFACE_LABEL;§YФорты§!;x
SIEGES_INTERFACE_LABEL;§YОсады§!;x
ENEMY_SIEGES_INTERFACE_LABEL;§YНас осаждают§!;x
COMBATS_INTERFACE_LABEL;§YСражения§!;x
ARMIES_INTERFACE_LABEL;§YАрмия§!;x
NAVIES_INTERFACE_LABEL;§YФлот§!;x
MESSAGERULES_INTERFACE_LABEL;§YПравила оповещений§!;x
SPECIAL_INTEREST_CHARACTERS_INTERFACE_LABEL;§YОтмеченные персонажи§!;x
OL_MP_PLAYERLIST_INTERFACE_LABEL;§YИгроки в сети§!;x
OL_DISABLED_ALERTS_INTERFACE_LABEL;§YОтключенные сообщ.§!;x
MESSWINDOW_HIGHPRIO_INTERFACE_LABEL;§YПриоритетные сообщ.§!;x
