#CODE;RUSSIAN;x
TOOLTIP_DISALLOW_TRUE_COGNATIC;Запрещает когнатическое наследование.\n;x
TOOLTIP_ALLOW_TRUE_COGNATIC;Разрешает когнатическое наследование.\n;x
opinion_powerful_vassal_not_voter;Желает получить пост в совете;x
REQUEST_SUPPORT_INTERACTION_TITLE;Заручиться поддержкой в совете;x
ASK_TO_DECLARE_WAR_INTERACTION_TITLE;Попросить заявить о претензиях;x
change_council_job_desc;Если Вы считаете, что §Y[Root.GetTitledName]§! больше подходит для другой работы, Вы можете снять [Root.GetHersHis] с нынешнего поста в совете, назначив на другой.;x
IS_AFFECTED_BY_AN_ACTIVE_REALM_PEACE;Под воздействием принуждения к миру (мир внутри страны).;x
IS_NOT_AFFECTED_BY_AN_ACTIVE_REALM_PEACE;НЕ под воздействием принуждения к миру (мир внутри страны).;x
horse_death;, откинув копыта;x #horsing around
AIREASON_EXPANDING_HORDE;Некогда. Завоёвываю мир. И, кстати, на очереди Вы: ;x #ПРОВЕРИТЬ
HAS_LIEGE_ENFORCED_PEACE;$LIEGE|Y$ принуждает к миру.;x
HAS_LIEGE_ENFORCED_PEACE_NOT;$LIEGE|Y$ НЕ принуждает к миру.;x
WILL_LIEGE_ENFORCE_PEACE;$LIEGE|Y$ будет принуждать к миру.;x
WILL_LIEGE_ENFORCE_PEACE_NOT;$LIEGE|Y$ НЕ будет принуждать к миру.;x
INTERACTION_TYRANNY_AGAINST_COUNCIL;§RДействия вопреки решению совета будут расцениваться как акт тирании!§!;x
FORCE_JOIN_FACTION_INTERACTION_TITLE;Заставить вступиить во фракции;x
FORCE_JOIN_FACTION_INTERACTION_DESC;§Y[Recipient.GetTitledFirstName]§! может вступить в Ваши фракции, [Recipient.GetSheHe] в долгу перед Вами.;x
FORCE_JOIN_FACTION_INTERACTION_LONG_DESC;§Y[Recipient.GetTitledFirstName]§! перед Вами в долу и в качестве §Yуслуги§! с [Recipient.GetHersHis] стороны, Вы можете попросить [Recipient.GetHersHis] вступить в Ваши фракции.;x
FORCE_JOIN_FACTION_INTERACTION_LETTER;\nПришло время для ответной услуги с Вашей стороны - я прошу Вас присоединиться к моим фракциям.;x
FORCE_JOIN_FACTION_INTERACTION_LETTER_GET;\nВступайте в мои фракции.;x
FORCE_JOIN_FACTION_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! воспользова[Actor.GetLasLsya] тем, что §Y[Recipient.GetBestName]§! - [Actor.GetHersHis] должни[Recipient.GetTsaK], вынудив [Recipient.GetHersHis] вступить в свою фракцию.;x
CAN_JOIN_FACTION;$RECIPIENT|Y$ может вступить во фракцию $FACTION|Y$;x
CAN_JOIN_ONE_FACTION;$RECIPIENT|Y$ может вступить хотя бы в одну из Ваших фракций;x
NOT_DISSUADED_FROM_FACTIONS;$RECIPIENT|Y$ НЕ отстранен от политики (может вступать во фракции);x
JOIN_FACTION;§YВступить во фракцию§!;x
IS_DE_FACTO_LIEGE;Де-факто сюзерен;x
LEAVE_FACTION_COERCED;Вы не можете покинуть фракцию, если Вас вынудили вступить в неё;x
INVITE_FAVOR_MARRIED;Убедитесь, что $RECIPIENT|Y$ НЕ в браке;x
INVITE_FAVOR_LIEGE_RELATIVE;Убедитесь, что $RECIPIENT|Y$ и $LIEGE|Y$ - НЕ близкие родственники;x
INVITE_FAVOR_JOB;Убедитесь, что $RECIPIENT|Y$ НЕ занимает пост в совете;x
AIREASON_LIEGE_HATE;Ненавидит сюзерена (§Y[GetTitledName]§!);x
ASK_REALM_PEACE_INTERACTION_TITLE;Попросить о мире внутри страны;x
ASK_REALM_PEACE_INTERACTION_DESC;Напомнить сюзерену об §Yуслуге§!, чтобы попросить установить §Yмир внутри страны§!.;x
ASK_REALM_PEACE_INTERACTION_LONG_DESC;§Y[Recipient.GetTitledFirstName]§! перед Вами в долгу. В качестве §Yуслуги§! с [Recipient.GetHersHis] стороны Вы можете попросить установить §Yмир внутри страны§!.;x
ASK_REALM_PEACE_INTERACTION_LETTER;\nПришло время для ответной услуги с Вашей стороны - я прошу Вас установить мир внутри страны.;x
ASK_REALM_PEACE_INTERACTION_LETTER_GET;\nУстановите мир внутри страны.;x
ASK_REALM_PEACE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! воспользова[Actor.GetLasLsya] тем, что §Y[Recipient.GetBestName]§! - [Actor.GetHersHis] должни[Recipient.GetTsaK], вынудив установить §Yмир внутри страны§!.;x
ASK_COUNCIL_POSITION_INTERACTION_TITLE;Потребовать пост в совете;x
ASK_COUNCIL_POSITION_INTERACTION_DESC;Напомнить сюзерену об §Yуслуге§! и попросить пост в §Yсовете§!.;x
ASK_COUNCIL_POSITION_INTERACTION_LONG_DESC;§Y[Recipient.GetTitledFirstName]§! перед Вами в долу и в качестве §Yуслуги§! с [Recipient.GetHersHis] стороны, Вы можете попросить у н[Recipient.GetHersHis] пост в §Yсовете§!.;x
