#CODE;RUSSIAN;x
HAS_NOT_LOVER;НЕ состоит в любовной связи.;x
HAS_LOVER;Состоит в любовной связи.;x
FAM_IN_LAWS;Брачные узы;x
REL_LOVER;любовни[GetTsaK];x
TRIGGER_LOVER;Любовник;x
BREAK_AFFAIR_EFFECT;$WHO$ и §Y$SPOUSE$§W расстанутся.\n;x
ADD_LOVER_EFFECT;$WHO$ и §Y$SPOUSE$§W станут любовниками.\n;x
EVTDESC3315;Я просыпаюсь с криком. Темнота пугает меня, и я продолжаю задаваться вопросом - выдержу ли я эту кампанию?;x
EVTOPTA3315;Я думаю, что меня услышали.;x
EVTOPTB3315;Мои солдаты не будут уважать меня.;x
EVTDESC60004;Великий Каган послал ещё больше воинов, чтобы помочь нам в наших завоеваниях!;x
EVTOPTA40021;Я дам [From.GetHerHim] возможность претендовать на титулы преступника.;x
SETTLEMENT_YOUNGER_THAN;Поселению менее $AGE$ лет \n;x
SETTLEMENT_AT_LEAST;Поселению по крайней мере $AGE$ лет \n;x
AIREASON_IS_GUARDIANS_CHILD;Наставник персонажа §Y[GetTitledFirstName]§! - один из родителей;x
RELEASE_FROM_PRISON_INTERACTION_0;§Y[Recipient.GetBestName]§! освободится из тюрьмы;x
RELEASE_FROM_PRISON_INTERACTION_1;Ваши вассалы оценят Ваше милосердие и повысят своё мнение о Вас на §G$VAL$§!.;x
TITLED_NAME_W_NICK;$TITLE$ $NAME$ $NICK$ ($HOLDING$);x
city_contract_0_desc;Горожане обязаны предоставлять небольшое количество войск для защиты государства.;x
city_contract_1_desc;Горожане обязаны предоставлять умеренное количество войск для защиты государства.;x
city_contract_2_desc;Горожане обязаны предоставлять существенное количество войск для защиты государства.;x
city_contract_3_desc;Горожане обязаны предоставлять большое количество войск для защиты государства.;x
obj_become_chancellor_title;стать канцлером;x #должность "[This.GetChancellorName]";x
obj_become_marshal_title;стать военным советником;x #"[This.GetMarshalName]";x
obj_become_treasurer_title;стать управляющим;x #"[This.GetTreasurerName]";x
obj_become_spymaster_title;стать тайным советником;x #получить должность "[This.GetSpymasterName]";x
obj_become_spiritual_title;стать духовным советником;x #"[This.GetLordSpiritualName]";x
awesome_charge_tactic;Рывок устрашения;x
awesomer_charge_tactic;Ужасающий рывок;x
romanian;Валашск;x
ca_town_1;Городок при замке;x
ca_town_2;Городок при замке;x
ca_town_3;Городок при замке;x
ca_town_4;Городок при замке;x
ca_town_5;Городок при замке;x
ca_town_6;Городок при замке;x
tp_barracks_1;Квартиры церковного ополчения;x
tp_barracks_2;Квартиры церковного ополчения;x
tp_barracks_3;Квартиры церковного ополчения;x
tp_barracks_4;Квартиры церковного ополчения;x
tp_barracks_5;Квартиры церковного ополчения;x
tp_barracks_6;Квартиры церковного ополчения;x
k_andalusia_adj;Андалуз;x
DIFFRATING_0;Невозможно;x
DIFFRATING_10;Практически невозможно;x
DIFFRATING_20;Очень трудно;x
DIFFRATING_30;Трудно;x
DIFFRATING_40;Довольно трудно;x
DIFFRATING_50;Нормально;x
DIFFRATING_60;Относительно легко;x
DIFFRATING_70;Легко;x
DIFFRATING_80;Очень легко;x
DIFFRATING_90;Слишком легко;x
DIFFRATING_100;Проще простого;x
WAR_NAME_OTHER_CLAIM;$ORDER$Война в поддержку претендента по имени $CLAIMANT$, цель которой - $OTHER_TITLE$;x
WAR_NAME_OTHER_DEJURECLAIM;$ORDER$[Actor.PrimaryTitle.GetAdjective]ская война в поддержку де-юре претендента по имени $CLAIMANT$ на титул области $OTHER_TITLE$;x
WAR_NAME_OTHER_DEJUREBARONYCLAIM;$ORDER$[Actor.PrimaryTitle.GetAdjective]ская война в поддержку де-юре претендента по имени $CLAIMANT$ на титул области $OTHER_TITLE$;x
WAR_NAME_OTHER_SUCCESSION;$ORDER$[Actor.PrimaryTitle.GetAdjective]ская война претендента по имени $CLAIMANT$ на престол государства $SECOND$;x
IS_NOT_DE_JURE_LIEGE_OR_ABOVE; НЕ является де-юре прямым или более высоким сюзереном;x
IS_DE_JURE_LIEGE_OR_ABOVE; является де-юре прямым или более высоким сюзереном;x
MAXIMUM_RAISABLE_LEVY;Количество доступных солдат: §Y$VALUE$%§!;x
LEVY_PERC_DESC;Мы смогли собрать §Y$PERC$%§W от общего количества войск.;x
RAISABLE_AMOUNT_LEVY;Основываясь на имеющемся количестве войск (§Y$MAX$%§!) и мнении (§Y$OPINION$%§!), мы можем собрать до §Y$PERCENT$%§! ополчения.;x
MINIMUM_RAISABLE_LEVY;Мы всегда можем собрать по меньшей мере §Y$PERCENT$%§! войск.;x
