#CODE;RUSSIAN;x
EVTDESC_CM_1181;[From.GetDynName] решил[From.GetEndA], что [From.GetHersHis] [From.GetSonDaughter] [From.GetTitledFirstName] будет лучше править с [From.GetHersHis] мудрыми наставлениями, и решил[From.GetEndA] взять регентство на себя. Похоже, Вы ничего не можете с этим поделать...;x
EVTOPTA_CM_1181;Ясно...;x
EVTOPTB_CM_1181;Я так не думаю!;x
EVTDESC_CM_1182;Ваш[FromFrom.GetEndA] [FromFrom.GetFatherMother] [FromFrom.GetFirstName] решил[FromFrom.GetEndA], что станет лучшим регентом чем [From.GetTitledFirstName].;x
EVTOPTA_CM_1182;[FromFrom.GetHerHimCap] лучше знать.;x
EVTOPTB_CM_1182;Хм... Кто же здесь правит на самом деле?;x #[From.PrimaryTitle.GetTier]?
EVTDESC_CM_1192;Распространяются довольно устойчивые и пугающие подробностями слухи о том, как Ваша мать [Root.Mother.GetFirstName] сумела соблазнить влиятельную особу, занимаясь плотскими утехами за Вашей спиной. Но главное, что эта особа - никто иной, как Ваш[From.GetEndA] [From.GetHusbandWife] [From.GetFirstName]...;x
EVTOPTA_CM_1192;Полная ерунда.;x
EVTOPTC_CM_1192;Мать отправится в монастырь.;x
EVTOPTB_CM_1192;[From.GetFirstName], придётся тебя отослать.;x
EVTOPTD_CM_1192;Они должны быть наказаны.;x
EVTOPTE_CM_1192;Больно сознавать, но подземелье - единственный вариант.;x
EVTDESC_CM_1132;Моему бывшему сюзерену по имени [Root.GetFirstNameWithNick]\nС огромным сожалением сообщаю Вам о своей клятве верности истинному правителю франков. Я не нахожу Вашу претензию, удовлетворительной и буду служить сильному королю.\nВо славу Франкской империи,\n[From.GetBestName];x
EVTOPTA_CM_1132;Печально...;x
ERA_CHAR_INFO_74441;Сомесвара I стал королем западных Чалукьев в 1042г, после чего он основал город Кальяни и сделал его своей столицей. Он был очень активным и энергичным правителем, но провел большую часть своего правления ведя войны против преемственности правителей из династии Чола, которые были его соперникпит за господство над Венги. Невозможность добиться победы против своих врагов и мучившая его неизлечимая болезнь, привели Сомесвару, в конечном счете, к тому, что он покончил жизнь самоубийством, утопившись в реке Тунгабхадра.;x
EVTDESC_CM_1401;[Root.Liege.GetTitledFirstName] - могущественн[Root.Liege.GetAyaYy] правитель[Root.Liege.GetEndNitsa], но приходится [Root.Liege.GetHerHim] служить, это уже порядком меня достало. Возможно, пора искать союзников за рубежом - франки на севере становятся всё сильнее и явно не в восторге от [Root.Liege.GetOnlyDynastyName]ов. Я могу покляться им в верности в обмен на поддержку, а когда они помогут, всегда смогу нарушить обещание...;x
EVTOPTA_CM_1401;Отправлю к ним посланника.;x
EVTOPTB_CM_1401;Нет, такой риск не оправдан.;x
EVTDESC_CM_1402;Очень необычная делегация прибыла из Испании. Приблизившись к Вам, посол сразу начал говорить: "[From.GetTitledNameWithNick] просит, чтобы [Root.PrimaryTitle.GetFOA] оказали поддержку против жесток[From.Liege.GetOyOgo] тиран[From.Liege.GetKiA], всем известн[From.Liege.GetOyOgo] как [From.Liege.GetTitledName]. [Root.PrimaryTitle.GetFOA] могли бы помочь своими вооружёнными силами в нашем восстании против [From.Liege.GetOnlyDynastyName]ского ига. В случае успеха, [From.GetTitledNameWithNick] обещает служить Вам верой и правдой.;x
EVTOPTA_CM_1402;Ну что ж, хорошо, подпишем соглашение.;x
EVTOPTB_CM_1402;Прошу прощения, испанская политика меня не волнует.;x
EVTDESC_CM_1403;Ваши послы вернулись из Франкии с дурными вестями. [From.GetTitledName] отказал[From.GetEndA] в Вашей просьбе о поддержке против [Root.Liege.GetOnlyDynastyName]ов.;x
EVTOPTA_CM_1403;Весьма прискорбно.;x
EVTDESC_CM_1404;Ваши послы вернулись из Франкии с хорошими вестями. [From.GetTitledName] принял[From.GetEndA] Ваше предложение и обещает помочь Вам в восстании против господства [Root.Liege.GetOnlyDynastyName]ов.;x
EVTOPTA_CM_1404;Пора готовиться к войне...;x
EVTDESC_CM_1405;Пришло время! Ваша армия выступит против [Root.Liege.GetOnlyDynastyName]ов, и могущественные франки будут стоять за ней!;x
EVTOPTA_CM_1405;Заставьте их страдать!;x
EVTDESC_CM_1406;[Root.PrimaryTitle.GetFOA], пришли вести из Испании - [From.GetTitledName] поднял[From.GetEndA] восстание против [target_liege.GetOnlyDynastyName]ов. Пришло время исполнить наше соглашение и помочь своими войсками.;x
EVTOPTA_CM_1406;Вперёд, поднять флаги!;x
EVTOPTB_CM_1406;Какое ещё соглашение? Знать ничего не знаю.;x
EVTDESC_CM_1408;[Root.PrimaryTitle.GetFOA], мы победили, нам удалось получить независимость. Правитель франков в обмен на свою помощь ожидает от нас клятвы в верности. Каковы будут Ваши распоряжения?;x
EVTOPTA_CM_1408;Моё слово священно и я его сдержу.;x
EVTOPTB_CM_1408;В пекло франков!;x
EVTDESC_CM_1409;[Root.PrimaryTitle.GetFOA], [From.GetTitledName] - подлая крыса, нарушившая своё слово, отказывается служить Вам, несмотря на существенную помощь в войне за независимость от Омейядов!;x
EVTOPTA_CM_1409;[From.GetCultureAdj]ие ублюдки!;x
EVTOPTB_CM_1409;Гнусная тварь!;x
CALL_ALL_ALLIES;Призвать всех союзников к войне;x
CALL_ALL_NO_WAR;Вы не воюете, поэтому не можете призвать кого-либо к войне;x
CALL_ALL_ALLIES_INFO;§GУдерживайте клавишу §YCtrl§G, чтобы призвать всех союзников к войне§!;x
CharlemagneDLC;Charlemagne;x
EarlyWesternClothingDLC;Early Western Clothing Pack;x
EarlyEasternClothingDLC;Early Eastern Clothing Pack;x
DynastyShieldsCharlemagneDLC;Dynasty Shields Charlemagne;x
EVTDESC107000;Узрите же! Мир, каким он был в 1066 году от рождения нашего Спасителя. Как Вы можете заметить, он разделен на мелкие регионы - графства (округа) - каждое из которых контролирует тот или иной правитель. Crusader Kings II - игра, повествующая об этих правителях, их семье, отношениях, интригах... и власти. Быть завоевателем или миролюбивым семьянином - решать Вам, но знайте - другие правители будут жаждать новых земель и могущества.\n\nCrusader Kings II - стратегия реального времени. Закройте это окно и снимите игру с паузы при помощи кнопкой скорости в правом верхнем углу экрана...;x
EVTDESC107304;Чтобы погрузить войска на корабли, отправьте флот в порт, приказав ему двигаться к прибрежному региону. После этого Вы можете переместить свои армии в тот же регион, объединить их, кликнув на кнопку объединения, как раньше, а затем на кнопку погрузки на корабль. Кроме того, Вы можете перемещать свои армии сразу на корабли, находящиеся в море, при условии, что это море соседствует с береговой зоной. Учтите, что большие армии требуют большой флот для транспортировки.;x
EVTDESC107306;Когда Ваши войска останавливаются на вражеских землях, они начинают осаду вражеских поселений (владений). Чтобы полностью оккупировать округ, Вам потребуется захватить каждое поселение, принадлежащее к нему. Победа в осаде требует времени, а осаждающие войска должны существенно превосходить в численности осаждённых, скорость осады напрямую зависит от этого перевеса. "Укреплённость" поселения существенно замедляет осаду. Чтобы увидеть текущий прогресс осады выделите армию или кликните по округу, в котором она стоит.;x
CHRONICLE_GRAND_TOURNAMENT;Bо славу государства [From.GetTitledFirstName] провел[From.GetEndA] великий турнир, были приглашены все рыцари и благородные лорды страны.;x
CHRONICLE_FURUSIYYA;Bо славу государства [From.GetTitledFirstName] провел[From.GetEndA] Фурусию, все великие воины страны были приглашены, чтобы состязаться в боевых искусствах.;x
EVTDESC_108000;[Root.GetChancellorName] [Root.job_chancellor.GetTitledFirstName] предлагает распределить все новоприобретённые земельные титулы между текущими или новыми вассалами, чтобы облегчить бремя власти.;x
EVTDESC_108001;[Root.GetTreasurerName] [Root.job_treasurer.GetTitledFirstName] предлагает распределить все новоприобретённые земельные титулы между текущими или новыми вассалами, чтобы облегчить бремя власти.;x
EVTDESC_108002;[Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName] предлагает распределить все новоприобретённые земельные титулы между текущими или новыми вассалами, чтобы облегчить бремя власти.;x
increase_plot_power;Тайный советник повышает эффективность заговора;x
EVTOPTB75003;Пусть тайный советник [Root.job_spymaster.GetFirstName] займется заговором!;x
increase_assassinate_chance;Тайный советник повышает эффективность заговора;x
MODIFIER_PLOT_POWER;Прирост силы заговора;x
RETTYPE_CUL_BERBER;Берберская конница;x
INTERACTION_REQUIRES_ACTOR_IS_INDEPENDENT;Убедитесь, что §Y[Actor.GetTitledFirstName]§! обладает независимостью;x
vice_royalty_baron_female;Вице-баронесса;x
vice_royalty_count_female;Вице-графиня;x
vice_royalty_duke_female;Вице-герцогиня;x
vice_royalty_king_female;Вице-королева;x
vice_royalty_emperor_female;Вице-императрица;x
ERA_CHAR_INFO_1316;Генрих был сыном императора Священной Римской империи Генриха III, и, как и его отец стал королем немцев в очень молодом возрасте. Он чуть не утонул в возрасте 12 лет при попытке к бегству от похищения и оказался в руках архиепископа Кельна, который поспособствовал успешному политическому перевороту против матери-регента. Став взрослым, он провел много времени, балансируя между многими влиятельными группами интересов в своей обширной империи. Он провел несколько войн против мятежных князей и против языческого славянства, а также вел ожесточенные споры с папой Григорием VII за инвеституру, что привело его к отлучению. Столкнувшись с возможным восстанием в империи, Генрих был вынужден унижаться, стоя на коленях в метель в течение трех дней при Каноссе в ожидании прощения Папы.;x
administration;Администрация;x
administration_desc;Империя может существовать в соответствии с феодальной системой или с имперской администрацией по римской модели. Однако, второй вариант не всегда доступен и может потребовать масштабных реформ.;x
feudal_administration;Феодальная администрация;x
feudal_administration_option;Феодал.;x
feudal_administration_desc;Феодальное общество - это иерархия земельных господ, где каждый клянется в верности тому, кто над ним, и руководит теми, кто под ним. Это путь, которому следует большая часть средневекового мира, ведущий к тому, что правитель в значительной степени зависит от лояльности своих могущественных вассалов.;x
imperial_administration;Имперская администрация;x
imperial_administration_option;Имперская;x
imperial_administration_desc;Эта система управления похожа на римскую - иерархия магистратов и функционеров, исполняющих повседневные дела во имя императора. Такая структура власти даёт меньше полномочий владеющим землёй вассалам.;x
vice_royalty_duke_byzantine;Стратег;x
vice_royalty_king_byzantine;Экзарх;x
vice_royalty_emperor_byzantine;Великий экзарх;x
vice_royalty_duchy_of_byzantine;Фема;x
vice_royalty_kingdom_of_byzantine;Экзархат;x
vice_royalty_empire_of_byzantine;Великий экзархат;x
enables_centralization_1;Станут доступны законы лёгкой централизации для ранга герцога и выше.\n;x
enables_centralization_2;Станут доступны законы умеренной централизации для ранга герцога и выше.\n;x
enables_centralization_3;Станут доступны законы сильной централизации для ранга герцога и выше.\n;x
enables_centralization_4;Станут доступны законы абсолютной централизации для ранга герцога и выше.\n;x
disables_centralization_1;Станет недоступна лёгкая централизация.\n;x
disables_centralization_2;Станет недоступна умеренная централизация.\n;x
disables_centralization_3;Станет недоступна сильная централизация.\n;x
disables_centralization_4;Станет недоступна абсолютная централизация.\n;x
allows_change_government;Появится возможность принять феодализм.\n;x
disallows_change_government;Станет невозможно принимать феодализм.\n;x
CHRONICLE_FOUNDED_HRE;B этот день, [GetDateText]г [Root.GetDynName] был[Root.GetEndA] коронован[Root.GetEndA] как [Root.GetEmperorEmpress] Священной Римской империи, тем самым восстановив Римскую империю на Западе.;x #[Root.RelHead.GetBestName]
EVTTITLE_CM_510;Cвященная Римская империя;x
EVTDESC_CM_510;После падения Западной Римской империи в 476г, византийский император был единственным претендентом на наследие цезарей. Между латинским и греческим мирами всегда был разрыв и не в последнюю очередь в вопросах церкви. Римские Папы долгое время вели свою собственную политику, отказываясь принимать превосходство Константинополя и отрицая законное право императора Византии быть лидером всех христиан.\n\nТеперь же [From.RelHead.GetBestName] коронует правителя нового государства, [From.GetDynName] стал императором Священной Римской империи, ссылаясь на translatio imperii и тем самым восстановил Западную Римскую империю. Возможно, это ознаменует новую эру в истории Европы и подчеркнёт давний раскол между Востоком и Западом.;x
EVTOPTA_CM_510;Слава!;x
EVTOPTB_CM_510;Во истину могущественная империя.;x
EVTOPTC_CM_510;Странные вести...;x
EVTOPTD_CM_510;Ха! Очередной хрен нарядился императором.;x
EVTTITLE_CM_1500;Kоронация Карла Великого;x
EVTDESC_CM_1500;Взяв бразды правления без страха, победив своих врагов и успешно управляя франкскими королевствами, [From.GetFirstNameWithNick] был[From.GetEndA] коронован[From.GetEndA] как [From.GetEmperorEmpress] [GetDateText]г. [From.GetSheHeCap] стоял[From.GetEndA] неподвижно, как статуя перед своим троном, когда [From.PrimaryTitle.GetAdjective]ская корона была торжественно возложена на [From.GetHersHis] голову. Истинн[From.GetAyaYy] наследни[From.GetTsaK] своего отца Пипина, потомка Карла "Молота", лидера народа и мастера войны, [From.GetSheHe] занял[From.GetEndA] достойное место в истории. Окинув взглядом собравшихся в зале лордов и священников, [From.GetSheHe] заострил[From.GetEndA] внимание на чём-то более далёком, великом, на новых устремлениях...;x
CHRONICLE_AVOID_IMPRISON_WAR;K своему несчастью [From.GetTitledNameWithNick] потерпел[From.GetEndA] неудачу, [From.GetHersHis] противник [Root.GetTitledNameWithNick] чудом избежал[Root.GetEndA] тюремного заключения и поднял[Root.GetEndA] восстание.;x
CHRONICLE_FAILED_IMPRISON_WAR;K своему несчастью [Root.GetTitledNameWithNick] потерпел[Root.GetEndA] неудачу, [Root.GetHersHis] противник [From.GetTitledNameWithNick] чудом избежал[From.GetEndA] тюремного заключения и поднял[From.GetEndA] восстание.;x
CHRONICLE_INHERIT_MAJOR_TITLE;Oтныне [Root.GetDynName] унаследовал[Root.GetEndA] землю, известную как [From.GetName] от предшественни[FromFrom.GetTsyKa] по имени [FromFrom.GetDynName].;x
RETTYPE_SKIR2;Лёгкая;x
