#CODE;RUSSIAN;x
EVTDESC_JD_10020;Когда [adventurous_spirit.GetTitledFirstName] долго не слал[adventurous_spirit.GetEndA] никаких писем, я поначалу решил[Root.GetEndA], что [adventurous_spirit.GetHersHis] возвращение домой просто откладывается по независящим от н[adventurous_spirit.GetHersHis] причинам. Но недавно я наконец получил[Root.GetEndA] одно письмо, в нём [the_protector_general.GetTitledName] выразил[the_protector_general.GetEndA] свои соболезнования в связи с [adventurous_spirit.GetHersHis] безвременной кончиной.;x
china_physician_cd;§YОтправлен лекарь§!;x
china_physician_cd_desc;Вы уже послали лекаря в Китай, и не можете отправить туда ещё одного.;x
temple_barony_of_taoist;Храм;x
kow_tow_travels_death;во время путешествия в Китай;x
EVT_DESC_JD_60314;От: [From.GetTitle] [From.Offmap.Ruler.GetChineseComplimentAdjective][From.Offmap.Ruler.GetOyOgo] [From.Offmap.Ruler.GetEmpressEmperorCapGEN].\nМы возмущены тем, как Вы разбазариваете дары империи [From.Offmap.GetShortName] - [FromFrom.GetChineseCharacterRole] [FromFrom.GetTitledName] погиб[FromFrom.GetNoneE], и [FromFrom.GetHersHis] смерть на Ваших руках. Думаете [From.Offmap.Ruler.GetLongChineseEmperorName] будет спокойно смотреть на это?!;x
hostages_random_imprisonment_tt;Случайный §Yблизкий родственник§! цели окажется у Вас в плену.;x
NOT_PACIFIED_BY_LIEGE_DATELESS;НЕ находится в принудительном мире;x
RULES_ACHIEVEMENT_REQUIRE_NO_RULER_DESIGNER;§YРедактор правителя§! использовать нельзя;x
IRONMAN_MODE_RULER_DESIGNER_DESC;Редактор персонажа активен, получение достижений невозможно;x
REQUIREMENTS_HEADER;§YТребования§!:;x
TRADE_ROUTE_GLOBAL_VALUE_CHANGED;Внешние факторы меняют ценность этого торгового пути на $VALUE|+0%$.;x
chinese_grace_become_tributary_desc;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! станет Ваш[Root.Offmap.Ruler.GetEyIm] покровител[Root.Offmap.Ruler.GetSoftNitseyEm], если Вы принесёте [Root.Offmap.Ruler.GetHerHim] клятву верности.;x
