#CODE;RUSSIAN;x
e_germany;Германия;x
e_germany_adj;Герман;x
k_lotharingia;Срединная Франкия;x
k_lotharingia_adj;Средне-франк;x
LOTHARINGIA;Лотарингия;x
LOTHARINGIA_ADJ;Лотаринг;x
form_the_hre_early_tooltip_1;теперь [Root.GetKingQueen] или [Root.GetEmperorEmpress] Италии\n;x
form_the_hre_early_tooltip_2;владеет как минимум одним королевским или императорским титулом в де-юре пределах Франкской, Германской, Испанской или Британской империй\n;x
form_the_hre_early_tooltip_3;Ни один христианский правитель не обладает титулом Итальянской, Франкской, Германской, Испанской или Британской империй\n;x
frankish;Французск;x
old_frankish;Франкск;x
old_saxon;Саксонск;x
lombard;Ломбардск;x
visigothic;Визиготск;x
somali;Сомалийск;x
suebi;Свевск;x
ilmenian;Илмерск;x
severian;Северск;x
volhynian;Волынск;x
d_powys;Поуис;x
d_powys_adj;Поуис;x
BM_CHARLEMAGNE;Карл Великий;x
LOMBARD_KINGDOM;Ломбардия;x
LOMBARD_KINGDOM_ADJ;Ломбард;x
k_lombardy;Ломбардия;x
k_lombardy_adj;Ломбард;x
WELCOME_HEADER;Добро пожаловать в Crusader Kings II;x
WELCOME_FIRST_PLAY_RECOMMEND;\nВначале мы настоятельно рекомендуем поиграть в специальный обучающий сценарий за §Yкороля Леона Альфонсо VI§!, по окончании которого Вы сможете продолжить играть в обычном режиме.;x
WELCOME_PLAY_LEARNING_SCENARIO;Обучающий сценарий;x
DONT_SHOW_AGAIN;Не показывать это снова;x
EVTNAME107000;Oбучающий сценарий;x
EVTOPTA107000;Хорошо;x
EVTNAME107001;Oбучающий сценарий;x
EVTOPTA107001;Ясно;x
EVTNAME107002;Oбучающий сценарий;x
EVTDESC107002;Основными валютами в этой игре являются Ваше богатство, престиж и благочестие. Богатство – это естественно деньги (можете называть его "золотом", если хотите), и оно растёт в первую очередь за счёт налогов. Престиж – мерило Вашего успеха как правителя, а Ваше благочестие показывает, насколько Вас уважает духовенство. Престиж и благочестие всех Ваших персонажей добавляются к Вашему счёту, чтобы определить итоговый ранг в конце игры.;x
EVTOPTA107002;Понятно;x
EVTNAME107003;Oбучающий сценарий;x
EVTDESC107003;На протяжении обучающего сценария Вы будете получать сообщения, подобные этим, которые помогут Вам понять, что следует делать дальше. Впрочем, Вы можете действовать свободно и заниматься делами по своему усмотрению. Когда Вы закончите свои дела, то полезно будет проверить предупреждения вверху экрана.;x
EVTOPTA107003;Ясно;x
EVTNAME107004;Oбучающий сценарий;x
EVTDESC107004;В зависимости от того, чем Вы сейчас заняты, существуют различные режимы карты. Режим карты по умолчанию показывает карту местности. Ещё один полезный режим карты – карта независимых государств, она отображает границы между различными странами в мире. Вы можете проверить различные режимы карты в правом нижнем углу, чтобы увидеть, что они показывают.;x
EVTOPTA107004;Ясно;x
EVTNAME107005;Oбучающий сценарий;x
