#CODE;RUSSIAN;x
set_government_type;Политической системой станет: §Y$GOVERNMENT$§!\n;x
feudal_government;Феодализм;x
republic_government;Республика;x
merchant_republic_government;Торговая республика;x
theocracy_government;Теократия;x
muslim_government;Икта;x
tribal_government;Племенной строй;x
RETCAP_FROM_GOVERNMENT;Тип правительства: $AMOUNT$\n;x
GOVERNMENT_CANNOT_CREATE_KINGDOMS;Теократии, духовные ордены и наёмники не могут создавать новые королевства.;x
GOVERNMENT_CANNOT_USURP_KINGDOMS_AND_EMPIRES;Торговые республики и знатные горожане не могут узурпировать титулы выше герцогского ранга.;x
GAME_STATE_WAS_CORRUPTED;Ошибка инициализации. Пожалуйста, перезапустите игру.;x
TRIBAL_TAX;Племенной налог;x
GOVERNMENT_CANT_BUILD_HOLDINGS;§R$GOVERNMENT$ не позволяет создавать поселения§!;x
GOVERNMENT_NO_LIEGE_LEVY;Независимые вожди (племенных или кочевых сообществ) не в праве требовать ополчение от вассальных племён.;x
PLAYERS_IN_UNIT;Игроки в отряде;x
PLAYERS_IN_ATTACKERS;Атакующие игроки;x
YOU_IN_ATTACKERS;Вы атакуете в этой битве;x
PLAYERS_IN_DEFENDERS;Обороняющиеся игроки;x
YOU_IN_DEFENDERS;Вы защищаетесь в этой битве;x
destroy_title_interaction_LONG_DESC;Уничтожить этот титул.;x
usurp_title_interaction_TITLE;Узурпировать титул;x
usurp_title_interaction_LONG_DESC;Узурпировать этот титул.;x
create_title_interaction_LONG_DESC;Создать этот титул.;x
make_primary_title_interaction_LONG_DESC;Сделать этот титул своим основным.;x
make_capital_settlement_interaction_TITLE;Сделать столицей;x
make_capital_settlement_interaction_DESC;Я могу сделать это поселение своей столицей.;x
make_capital_settlement_interaction_LONG_DESC;Сделать это поселение своей столицей.;x
WILL_CANCEL_OLD_PLOT;Одновременно Вы можете участвовать только в одном заговоре. Начиная новый заговор, Вы тем самым отмените текущий.;x
WILL_CANCEL_OLD_AMBITION;Вы можете иметь только одну текущую амбицию. Выбирая новую, Вы тем самым отменяете прежнюю.;x
WILL_CANCEL_OLD_FOCUS;В Вашей жизни может быть только один путь. Вы можете выбрать другой, лишь свернув с прежнего и потеряв его.;x
alert_available_targetted_decision_instant;§YОсобые действия с людьми§!;x
alert_available_targetted_decision_delayed;Доступны следующие особые действия с людьми:\n$LIST$;x
alert_available_title_decision_instant;§YОсобые действия с титулами§!;x
alert_available_title_decision_delayed;Доступны следующие особые действия с титулами:\n$LIST$;x
alert_available_settlement_decision_instant;§YОсобые действия с поселениями§!;x
alert_available_settlement_decision_delayed;Доступны следующие особые действия с поселениями:\n$LIST$;x
FLANK_DAMAGE_FINAL;Итоговый урон: §Y$DAMAGE$§!Ј1Ј(физический) / §Y$MORALE_DAMAGE$§!Ј2Ј(боевому духу);x
TACTICAL_DISADVANTAGE;Штраф против §Y$TACTIC$§!: $PERC$;x
