#CODE;RUSSIAN;x
RCLK_TO_SELECT;§GПравый клик для выбора§!;x
vassal_sacrifice_decision;Жертвоприношение;x
vassal_sacrifice_decision_named;Принести [Root.GetHersHis] в жертву;x
break_up_with_lover_named;Порвать с н[Root.GetEyIm];x
seduce_decision_named;Соблазнить [Root.GetHersHis];x
decision_spy_on_named;Шпионить за н[Root.GetEyIm];x
decision_break_free_named;Вызволить из плена;x
invite_to_party_named;Позвать [Root.GetHersHis] на пир;x
duel_decision_named;Вызвать [Root.GetHersHis] на дуэль;x
legitimize_bastard;Легитимация;x
legitimize_bastard_named;Узаконить [Root.GetHersHis];x
convince_to_straighten_up_named;Убедить [Root.GetHersHis] исправиться;x
send_child_into_hiding;Спрятать;x
send_child_into_hiding_named;Спрятать [Root.GetSonDaughterACC];x
take_child_out_of_hiding;Вывести из подполья;x
take_child_out_of_hiding_named;Вывести [Root.GetSonDaughterACC] из подполья;x
send_spouse_into_hiding;Спрятать;x
send_spouse_into_hiding_named;Спрятать [Root.GetHusbandWifeACC];x
take_spouse_out_of_hiding;Вывести из подполья;x
take_spouse_out_of_hiding_named;Вывести [Root.GetHusbandWifeACC] из подполья;x
EVENT_SPAWNED;Произошло событие;x
known_sodomite_pagan;Женоподобный любитель мужчин;x
comfort_of_lover;Утешается любовной связью на стороне;x
desc_comfort_of_lover;[GetFirstName] находит утешение от своего трудного брака в любовной связи на стороне.;x
thrill_of_lover;Трепещет от порочной страсти;x
opinion_dishonorable_duel;Бесчестная дуэль;x
desc_thrill_of_lover;[GetFirstName] находит спасение от трудного брака в своём волнующем романе на стороне.;x
CIW_GOTOLOCATION_DEL;Перейти с местонахождению человека.;x
CIW_GOTOCHARREL_DEL;Посмотреть мнения других об этом человеке.;x
CAN_CALL_VASSALS_TO_WAR;Все наши вассалы;x
IS_NOT_A_FOE_OF;НЕ является врагом человека, известного как ;x
IS_A_FOE_OF;Является врагом человека, известного как ;x
nick_the_scholar;Учён[This.GetAyaYy];x
nick_the_strange;Чудн[This.GetAyaOy];x
nick_the_black;Чёрн[This.GetAyaYy];x
WayOfLifeDLC;Way of Life;x
IberianUnitPackDLC;Iberian Unit Pack;x
IberianPortraitsDLC;Iberian Portraits;x
tut_0a_7b;Кликнив правой кнопкой мыши (ПКМ) на портрет нужного персонажа, Вы можете открыть меню дипломатии с ним.;x
tut_4a_4;Для начала кликните правой кнопкой по портрету Вашего сводного брата, Мейл Мура, эрла Атолла. Вы найдёте его внизу, в левой части вкладки "Семья" в разделе "Братья и сёстры" (портрет, который Вы видите - только пример, а не настоящий эрл).;x
tut_4a_5;Слева находится список возможных дипломатических действий. Справа Вы сможете выбрать варианты и увидеть возможные последствия своих решений. Нажмите "Далее", чтобы продолжить.;x
tut_6a_12;Пора объявить войну. Снова выберите "Сёреяр" (Гебридские острова). Нажмите правой кнопкой мыши на портрет её правителя и выберите дипломатию.;x
tut_4c_9;Обстоятельно обдумайте свой выбор, и помните, что династия и её ранг зависят от престижа, который Вы получите или потеряете, вступив в брак. Когда сделаете свой выбор, нажмите на портрет избранницы или избранника, чтобы продолжить.;x
ca_culture_moors_2;[GetMoorish]ские конные казармы;x
ca_culture_moors_3;[GetMoorish]ские конные казармы;x
ca_culture_moors_4;[GetMoorish]ские конные казармы;x
TRIBAL_TAX_MODIFIER;Племенной налог;x
