#CODE;RUSSIAN;x
haughty;Надменн[_ый];x #GetAyaYy_TT_ый
affectionate;Ласков[_ый];x #GetAyaYy_TT_ый
timid;Робк[_ий];x #GetAyaIy_TT_ий
rowdy;Буйн[_ый];x #GetAyaYy_TT_ый
willful;Волев[__ой];x #GetAyaOy_TT_ой
brooding;Вдумчив[_ый];x #GetAyaYy_TT_ый
indolent;Праздн[_ый];x #GetAyaYy_TT_ый
playful;Игрив[_ый];x #GetAyaYy_TT_ый
conscientious;Добросовестн[_ый];x #GetAyaYy_TT_ый
fussy;Привередлив[_ый];x #GetAyaYy_TT_ый
curious;Любопытн[_ый];x #GetAyaYy_TT_ый
idolizer;Впечатлительн[_ый];x #GetAyaYy_TT_ый
no_objective_title;Нет цели;x
focus_ch_pride;Гордость;x
focus_ch_pride_title;Гордость;x
focus_ch_pride_desc;[This.GetTitledFirstName] воспитывается советниками и аристократами, которые готовят [This.GetHersHis] к тому, чтобы быть правителем. От такого воспитания дети становятся §Yнадменными§! и §Yвдумчивыми§!.;x
focus_ch_humility;Смирение;;x
focus_ch_humility_title;Смирение;x
focus_ch_humility_desc;[This.GetTitledFirstName] воспитывается придворными слугами в духе кроткости и покорности. От такого воспитания дети становятся §Yробкими§! и §Yласковыми§!.;x
focus_ch_duty;Долг;x
focus_ch_duty_title;Долг;x
focus_ch_duty_desc;[This.GetTitledFirstName] воспитывается охранниками и придворными служащими, которые ставят ответственность и долг во главу угла. От такого воспитания дети становятся §Yдобросовестными§!.;x
focus_ch_etiquette;Этикет;x
focus_ch_etiquette_title;Этикет;x
focus_ch_etiquette_desc;[This.GetTitledFirstName] воспитывается советниками и придворными, искушёнными в правилах хорошего тона и нормах поведения.  От такого воспитания дети становятся §Yигривыми§! и §Yпраздными§!.;x
focus_ch_thrift;Расчётливость;x
focus_ch_thrift_title;Расчётливость;x
focus_ch_thrift_desc;[This.GetTitledFirstName] воспитывается среди ремесленников и торговцев, которые хорошо разбираются в математике и технических достижениях. От такого воспитания дети становятся §Yлюбопытными§! и §Yпривередливыми§!.;x
focus_ch_faith;Вера;x
focus_ch_faith_title;Вера;x
focus_ch_faith_desc;[This.GetTitledFirstName] воспитывается священниками, а это значит учения о мироздании, странные ритуалы и всё то, чем может повлиять §Y[This.Educator.GetReligionFullName]§! на неокрепшую психику ребёнка. От такого воспитания дети становятся §Yвпечатлительными§!.;x
focus_ch_struggle;Выживание;x
focus_ch_struggle_title;Выживание;x
focus_ch_struggle_desc;[This.GetTitledFirstName] ставится в условия, в которых приходится справляться с большинством задач самостоятельно и состязаться во всём с другими детьми. От такого воспитания дети становятся §Yбуйными§! и §Yволевыми§!.;x
focus_ch_heritage;Наследие;x
focus_ch_heritage_title;Наследие;x
focus_ch_heritage_desc;[This.GetTitledFirstName] воспитывается членами семьи и придворными в §Y[This.Educator.GetCultureAdj]их§! традициях с уклоном на то, что §Y[This.Educator.GetReligionFullName]§! - единственное истинное учение. Такое воспитание не оказывает заметного влияния на характер ребёнка.;x
focus_ed_diplomacy;Дипломатия;x
focus_ed_diplomacy_title;Дипломатическое образование;x
focus_ed_diplomacy_desc;[This.GetTitledFirstName] стремится изучить хитрости дипломатии и государственные дела.\n§GЛасковые§! и §Gлюбопытные§! дети добьются в этом большего чем §Rволевые§! и §Rпривередливые§!.;x
focus_ed_martial;Военное дело;x
focus_ed_martial_title;Военное образование;x
focus_ed_martial_desc;[This.GetTitledFirstName] стремится изучить тонкости военного искусства.\n§GБуйные§! и §Gволевые§! добьются в этом большего чем §Rробкие§! и §Rвпечатлительные§! дети.;x
focus_ed_stewardship;Управление;x
focus_ed_stewardship_desc;[This.GetTitledFirstName] направляет свои усилия на изучение бухгалтерского учёта и администрирования.\n§GВдумчивые§! и §Gдобросовестные§! дети добьются в этом большего чем §Rпраздные§! и §Rнадменные§!.;x
focus_ed_stewardship_title;Экономическое образование;x
focus_ed_intrigue;Интрига;x
focus_ed_intrigue_title;Шпионское образование;x
focus_ed_intrigue_desc;[This.GetTitledFirstName] учится скрытности и коварству.\n§GИгривые§! и §Gпривередливые§! дети добьются в этом большего чем §Rбуйные§! и §Rласковые§!.;x
focus_ed_learning;Духовность;x
focus_ed_learning_title;Духовное образование;x
focus_ed_learning_desc;[This.GetTitledFirstName] направляет свои усилия на изучение философии и религии.\n§GРобкие§! и §Gвпечатлительные§! добьются в этом большего чем §Rвдумчивые§! и §Rигривые§! дети.;x
INSULT_USELESS;Бесполезн[This.GetAyaYy];x
INSULT_SNEAK;приставала;x
