#CODE;RUSSIAN;x
EVTDESC_WOL_431;Держась за руки, [FromFrom.GetFirstName] и я, вместе бродили вдоль ручья. Мы смеялись и делились секретами, это длилось часами. Вот он, момент истины... Может ли [FromFrom.GetManWoman]а увлечь [FromFrom.GetHersHis]? Слегка наклонившись, я прошептал[Root.GetEndA] [FromFrom.GetHerHim] на ухо...;x
EVTDESC_WOL_431_CR;Держась за руки, [FromFrom.GetFirstName] и я, вместе бродили вдоль ручья. Мы смеялись и делились секретами, это длилось часами. И вот, в момент близости и молчания я решил[Root.GetEndA] раскрыть самую страшную из тайн - мои истинные чувства к н[FromFrom.GetHerHim]. Слегка наклонившись, я прошептал[Root.GetEndA] [FromFrom.GetHerHim] на ухо...;x
EVTDESC_WOL_1003_SPY_RESULT;Один из слуг, посланных мной следить за тем, что делает [target_spy_on.GetFirstName], явился ко мне бледный, как смерть. Заикаясь он рассказал чем м[FromFrom.GetOyaOy] [FromFrom.GetRootRelation] и [From.GetTitledName] занимались в одной из гостевых комнат, пока он прятался за гобеленом.;x
student_of_strategy;Начинающий стратег;x
student_of_strategy_desc;Эт[GetEtaEtot] [GetAgedPerson] посвятил[GetEndA] себя изучению военной мудрости великих полководцев прошлого.;x
adept_of_strategy;Знаток стратегии;x
adept_of_strategy_desc;Эт[GetEtaEtot] [GetAgedPerson] провел[GetEndA] много времени в изучении военной мудрости великих полководцев прошлого.;x
EVTDESC94018_india;История - это то, что всегда Вас восхищало. Вы провели последние несколько недель, изучая походы Ашоки Великого. Воистину множество ценных уроков можно извлечь из его завоеваний.;x
EVTOPTB_94018;Возможно и я смогу этого достичь.;x
EVTOPTC_94018;Изучу это подробнее...;x
studying_strategy_tooltip;[Root.GetTitledName] изучит военную стратегию.;x
EVTDESC_94019;Спустя многие месяцы изучения военных походов Александра Великого Вы обрели глубокое понимание и мудрость в военном деле. Теперь Вы осознали, что искусство войны заслуживает самого тщательного изучения.;x
EVTDESC_94019_india;Спустя многие месяцы изучения военных походов Ашоки Великого Вы обрели глубокое понимание и мудрость в военном деле. Теперь Вы осознали, что искусство войны заслуживает самого тщательного изучения.;x
EVTOPTA_94019;Из меня получится хороший стратег.;x
EVTOPTB_94019;Жизнь полна интересных возможностей.;x
