nick_the_regal_pirate;Величественный Пират;;;;;;;;;;;;;x
nick_dwarfking;Король Гномов;;;;;;;;;;;;;x
nick_ra;-Ра;;;;;;;;;;;;;x
nick_the_artificer;Механик;;;;;;;;;;;;;x
nick_the_resourceful;Находчивый;;;;;;;;;;;;;x
nick_the_fiscally_conservative;Финансово Консервативный;;;;;;;;;;;;x;
nick_ashabah;Аш'ахаб;;;;;;;;;;;;;x
nick_the_seafarer;Мореход;;;;;;;;;;;;;x
nick_the_black_fin;Чёрный Плавник;;;;;;;;;;;;;x
nick_the_debaucher;Дебошир;;;;;;;;;;;;;x
nick_the_pirate_queen;Королева Пиратов;;;;;;;;;;;;;x
nick_hew;Разрубающий;;;;;;;;;;;;;x
nick_blackcaster;Чёрный Заклинатель;;;;;;;;;;;;;x
nick_the_fang;Ядовитый Клык;;;;;;;;;;;;;x
nick_wolf_sister;Сестра Волка;;;;;;;;;;;;;x
nick_wolf_brother;Брат Волка;;;;;;;;;;;;;x
nick_the_distrait;Рассеянный;;;;;;;;;;;;;x
nick_of_the_river;Речной;;;;;;;;;;;;;x
nick_the_witch_of_azurah;Ведьма Азуры;;;;;;;;;;;;;x
nick_the_peacock_knight;Рыцарь Павлин;;;;;;;;;;;;;x
nick_the_merkin;Меркин;;;;;;;;;;;;;x
nick_the_beard;Бородатый;;;;;;;;;;;;;x
nick_the_rake;Грабля;;;;;;;;;;;;;x
nick_bravillius;Бравиллиус;;;;;;;;;;;;;x
nick_the_brash;Дерзкий;;;;;;;;;;;;;x
nick_the_middling;Среднерукий;;;;;;;;;;;;;x
nick_the_acrobat;Акробат;;;;;;;;;;;;;x
nick_the_crusader;Защитник Веры;;;;;;;;;;;;;x
nick_the_diplomat;Дипломат;;;;;;;;;;;;;x
nick_the_cleaver;Рубака;;;;;;;;;;;;;x
nick_the_healer;Целитель;;;;;;;;;;;;;x
nick_the_savant;Гений;;;;;;;;;;;;;x
nick_the_reborn;Возрождённый;;;;;;;;;;;;;x
nick_the_brief_queen;Краткая Королева;;;;;;;;;;;;;x
nick_the_scout;Разведчик;;;;;;;;;;;;;x
nick_the_golden_knight;Золотой Рыцарь;;;;;;;;;;;;;x
nick_the_signifier;Означатель;;;;;;;;;;;;;x
nick_the_snow_prince;Снежный [Root.GetPrincessPrince];;;;;;;;;;;;;x
nick_the_sorcerer;Чародей;;;;;;;;;;;;;x
nick_the_spellsword;Магический клинок;;;;;;;;;;;;;x
nick_the_wayfarer;Путник;;;;;;;;;;;;;x
nick_the_witch_hunter;Охотник на ведьм;;;;;;;;;;;;;x
nick_the_unliving;Нежить;;;;;;;;;;;;;x
nick_the_insane;Безумный;;;;;;;;;;;;;x
nick_eagle_eye;Орлиный Глаз;;;;;;;;;;;;;x
nick_toad_eye;Жабий Глаз;;;;;;;;;;;;;x
nick_orcthane;Тан Орков;;;;;;;;;;;;;x
nick_farseer;Предсказатель;;;;;;;;;;;;;x
nick_highlander;Горец;;;;;;;;;;;;;x
nick_horse_mouth;Лошадиный Рот;;;;;;;;;;;;;x
nick_long_leg;Длинноногий;;;;;;;;;;;;;x
nick_scarface;Лицо-со-шрамом;;;;;;;;;;;;;x
nick_the_pathetic;Жалкий;;;;;;;;;;;;;x
nick_six_fingers;Шестипалый;;;;;;;;;;;;;x
nick_the_addict;Поглотитель Скуумы;;;;;;;;;;;;;x
nick_the_adoring_fan;Фанатик;;;;;;;;;;;;;x
nick_the_pure;Чистый;;;;;;;;;;;;;x
nick_the_berserker;Берсерк;;;;;;;;;;;;;x
nick_the_foreigner;Чужеземец;;;;;;;;;;;;;x
nick_the_foresailor;Моряк;;;;;;;;;;;;;x
nick_the_shield_brother;Брат Щита;;;;;;;;;;;;;x
nick_the_gravesinger;Певец Могил;;;;;;;;;;;;;x
nick_the_highlander;Горец;;;;;;;;;;;;;x
nick_the_blood_queen;Кровавая Королева;;;;;;;;;;;;;x
nick_the_pilgrim;Пилигрим;;;;;;;;;;;;x;
nick_the_warlord;Полководец;;;;;;;;;;;;;x
nick_the_penitent;Кающийся;;;;;;;;;;;;;x
nick_the_virgin;Дева;;;;;;;;;;;;;x
nick_the_black_dragon;Чёрный Дракон;;;;;;;;;;;;;x
nick_the_great_conqueror;Великий Завоеватель;;;;;;;;;;;;;x
nick_the_herbalist;Травник;;;;;;;;;;;;;x
nick_the_crafter;Ремесленник;;;;;;;;;;;;;x
nick_the_black_drake;Чёрный Селезень;;;;;;;;;;;;;x
nick_the_martyr;Мученик;;;;;;;;;;;;;x
nick_red_eagle;Красный Орёл;;;;;;;;;;;;;x
nick_yashnag_slayer;Убийца Яшнага;;;;;;;;;;;;;x
nick_the_fox;Лис;;;;;;;;;;;;;x
nick_swan_of_tyrigel;Лебедь Тиригеля;;;;;;;;;;;;;x
nick_the_ironside;Железнобокий;;;;;;;;;;;;;x
nick_the_cunning;Хитрый;;;;;;;;;;;;;x
nick_the_meek;Кроткий;;;;;;;;;;;;;x
nick_the_impaler;Колосажатель;;;;;;;;;;;;;x
nick_the_shezarrine;Шезаррин;;;;;;;;;;;;;x
nick_king_of_worms;Король Червей;;;;;;;;;;;;;x
nick_the_gourmet;Гурман;;;;;;;;;;;;;x
nick_the_harbinger;Предвестник;;;;;;;;;;;;;x
nick_hand_free;Свободная Рука;;;;;;;;;;;;;x
nick_the_necromancer;Некромант;;;;;;;;;;;;;x
nick_the_god;Бог;;;;;;;;;;;;;x
nick_the_ascended;Вознёсшийся;;;;;;;;;;;;;x
nick_the_witch;Ведьма;;;;;;;;;x;;;;
nick_the_elder;Древний;;;;;;;;;x;;;;
nick_the_long_sighted;Дальновидный;;;;;;;;;x;;;;
nick_the_criminal;Преступник;;;;;;;;;x;;;;
nick_the_mutilant;Изувеченный;;;;;;;;;x;;;;
nick_the_magnanimous;Великодушный;;;;;;;;;x;;;;
nick_the_loremaster;Хранитель Мудрости;;;;;;;;;x;;;;
nick_the_spider;Паук;;;;;;;;;x;;;;
nick_the_learned;Учёный;;;;;;;;;x;;;;
nick_the_eloquent;Красноречивый;;;;;;;;;x;;;;
nick_the_indolent;Ленивый;;;;;;;;;x;;;;
nick_the_hunchback;Горбун;;;;;;;;;x;;;;
nick_the_benign;Добрый;;;;;;;;;x;;;;
nick_the_leper;Прокаженный;;;;;;;;;x;;;;
nick_the_prudent;Благоразумный;;;;;;;;;x;;;;
nick_the_wolf;Волк;;;;;;;;;x;;;;
nick_the_downcast;Унылый;;;;;;;;;x;;;;
nick_the_mild;Печальный;;;;;;;;;x;;;;
nick_the_scholar;Ученый;;;;;;;;;x;;;;
nick_the_theologian;Богослов;;;;;;;;;x;;;;
nick_the_decadent;Декадент;;;;;;;;;x;;;;
nick_the_vain;Тщеславный;;;;;;;;;x;;;;
nick_the_stout;Толстый;;;;;;;;;x;;;;
nick_the_ugly;Уродливый;;;;;;;;;x;;;;
nick_the_short;Короткий;;;;;;;;;x;;;;
nick_the_planter;Плантатор;;;;;;;;;x;;;;
nick_the_rash;Опрометчивый;;;;;;;;;x;;;;
nick_the_parricide;Отцеубийца;;;;;;;;;x;;;;
nick_the_illustrious;Прославленный;;;;;;;;;x;;;;
nick_the_mystic;Мистик;;;;;;;;;x;;;;
nick_the_bad;Плохой;;;;;;;;;x;;;;
nick_the_generous;Щедрый;;;;;;;;;x;;;;
nick_the_honorable;Почётный;;;;;;;;;x;;;;
nick_the_treacherous;Коварный;;;;;;;;;x;;;;
nick_the_weak;Слабый;;;;;;;;;x;;;;
nick_the_scarred;Покрытый Рубцами;;;;;;;;;x;;;;
nick_the_shrewd;Проницательный;;;;;;;;;x;;;;
nick_the_peaceful;Мирный;;;;;;;;;x;;;;
nick_the_ambitious;Амбициозный;;;;;;;;;x;;;;
nick_the_truthful;Правдивый;;;;;;;;;x;;;;
nick_the_distrustful;Недоверчивый;;;;;;;;;x;;;;
nick_the_hotspur;Необузданный;;;;;;;;;x;;;;
nick_the_boar;Кабан;;;;;;;;;x;;;;
nick_the_pompous;Напыщенный;;;;;;;;;x;;;;
nick_the_exile;Изгнанник;;;;;;;;;x;;;;
nick_the_infirm;Немощный;;;;;;;;;x;;;;
nick_the_reluctant;Упорный;;;;;;;;;x;;;;
nick_the_peculiar;Эксцентричный;;;;;;;;;x;;;;
nick_the_dane;Датчанин;;;;;;;;;x;;;;
nick_the_saxon;Саксонский;;;;;;;;;x;;;;
nick_the_scot;Шотландец;;;;;;;;;x;;;;
nick_the_german;Немецкий;;;;;;;;;x;;;;
nick_the_rich;Богатый;;;;;;;;;x;;;;
nick_the_stammerer;Заика;;;;;;;;;x;;;;
nick_the_brilliant;Блестящий;;;;;;;;;x;;;;
nick_the_norman;Северянин;;;;;;;;;x;;;;
nick_the_affluent;Богач;;;;;;;;;;;;;x
nick_the_gilded;Состоятельный;;;;;;;;;;;;;x
nick_the_prosperous;Богатый;;;;;;;;;;;;;x
nick_the_moor;Мавр;;;;;;;;;x;;;;
nick_the_apathetic;Равнодушный;;;;;;;;;x;;;;
nick_the_upright;Честный;;;;;;;;;x;;;;
nick_the_skjald;Скальд;;;;;;;;;x;;;;
nick_the_bard;Бард;;;;;;;;;x;;;;
nick_the_scop;Менестрель;;;;;;;;;x;;;;
nick_the_recluse;Затворник;;;;;;;;;x;;;;
nick_the_tyrant;Тиран;;;;;;;;;x;;;;
nick_the_nord;Северный;;;;;;;;;x;;;;
nick_the_finn;Финн;;;;;;;;;x;;;;
nick_the_candid;Откровенный;;;;;;;;;x;;;;
nick_the_clubfoot;Косолапый;;;;;;;;;x;;;;
nick_the_suspicious;Подозрительный;;;;;;;;;x;;;;
nick_the_eagle;Орёл;;;;;;;;;x;;;;
nick_the_seemly;Подобающий;;;;;;;;;x;;;;
nick_the_ashik;Поющий Поэт;;;;;;;;;x;;;;
nick_the_minnesinger;Певец Любви;;;;;;;;;x;;;;
nick_the_wanton;Буйный;;;;;;;;;x;;;;
nick_the_glorious;Славный;;;;;;;;;x;;;;
nick_the_hungarian;Венгр;;;;;;;;;x;;;;
nick_the_bohemian;Богемец;;;;;;;;;x;;;;
nick_the_sickly;Болезненный;;;;;;;;;x;;;;
nick_the_bloodaxe;Кровавый Топор;;;;;;;;;x;;;;
nick_the_russian;Русский;;;;;;;;;x;;;;
nick_the_battler;Боец;;;;;;;;;x;;;;
nick_the_terrible_eyes;Ужасающий Взгляд;;;;;;;;;x;;;;
nick_the_serb;Серб;;;;;;;;;x;;;;
nick_the_ox;Бык;;;;;;;;;x;;;;
nick_the_netch;Нетч;;;;;;;;;x
nick_the_powerful;Мощный;;;;;;;;;x;;;;
nick_the_turk;Турок;;;;;;;;;x;;;;
nick_the_pole;Полярный;;;;;;;;;x;;;;
nick_the_godless;Безбожник;;;;;;;;;x;;;;
nick_the_stuttering_and_lame;Хромой Заика;;;;;;;;;x;;;;
nick_the_fanged;Клыкастый;;;;;;;;;x;;;;
nick_the_wrymouth;Кривоустый;;;;;;;;;x;;;;
nick_the_mongol;Монгол;;;;;;;;;x;;;;
nick_the_persian;Перс;;;;;;;;;x;;;;
nick_the_noisy;Шумный;;;;;;;;;x;;;;
nick_the_duelist;Дуэлянт;;;;;;;;;x;;;;
nick_the_trickster;Обманщик;;;;;;;;;x;;;;
nick_the_tempest;Буря;;;;;;;;;x;;;;
nick_the_fierce;Жестокий;;;;;;;;;x;;;;
nick_the_iron;Железный;;;;;;;;;x;;;;
nick_the_eunuch;Евнух;;;;;;;;;x;;;;
nick_the_child;Дитя;;;;;;;;;x;;;;
nick_the_implacable;Непримиримый;;;;;;;;;x;;;;
nick_the_purpleborn;Багрянорожденный;;;;;;;;;x;;;;
nick_the_defenderofgodsfaith;Защитник Веры;;;;;;;;;x;;;;
nick_the_anointed;Помазанник;;;;;;;;;x;;;;
nick_the_madman;Сумасшедший;;;;;;;;;x;;;;
nick_the_slobberer;Неряха;;;;;;;;;x;;;;
nick_the_one_eyed;Одноглазый;;;;;;;;;x;;;;
nick_the_oak;Дуб;;;;;;;;;x;;;;
nick_the_italian;Итальянец;;;;;;;;;x;;;;
nick_the_armenian;Армянин;;;;;;;;;x;;;;
nick_the_strict;Строгий;;;;;;;;;x;;;;
nick_the_extravagant;Экстравагантный;;;;;;;;;;;;;x
nick_the_calm;Спокойный;;;;;;;;;;;;;x
nick_the_merciful;Милосердный;;;;;;;;;;;;;x
nick_the_magus;Маг;;;;;;;;;;;;;x
nick_the_warden;Надзиратель;;;;;;;;;;;;;x
nick_the_captain;Капитан;;;;;;;;;;;;;x
nick_whoreson;Сукин Сын;;;;;;;;;;;;;x
nick_the_peacemaker;Миротворец;;;;;;;;;;;;;x
nick_the_eradicator_of_the_winged_menace;Искоренитель Крылатой Угрозы;;;;;;;;;;;;;x
nick_the_adventurer;Авантюрист;;;;;;;;;;;;;x
nick_the_agent;Агент;;;;;;;;;;;;;x
nick_the_altmer;Альтмер;;;;;;;;;;;;;x
nick_the_argonian;Аргонианин;;;;;;;;;;;;;x
nick_the_assassin;Ассасин;;;;;;;;;;;;;x
nick_the_barbarian;Варвар;;;;;;;;;;;;;x
nick_the_mad;Безумный;;;;;;;;;;;;;x
nick_the_battlemage;Боевой Маг;;;;;;;;;;;;;x
nick_the_bear;Медведь;;;;;;;;;;;;;x
nick_bearclaw;Медвежий Коготь;;;;;;;;;;;;;x
nick_bear_slayer;Убийца Медведей;;;;;;;;;;;;;x
nick_the_deceiver;Обманщик;;;;;;;;;;;;;x
nick_the_impatient;Нетерпеливый;;;;;;;;;;;;;x
nick_the_beast;Зверь;;;;;;;;;;;;;x
nick_the_bloody;Кровавый;;;;;;;;;;;;;x
nick_stormcrown;Венец Бури;;;;;;;;;;;;;x
nick_the_boot;Тяжелый Сапог;;;;;;;;;;;;;x
nick_the_jailor;Тюремщик;;;;;;;;;;;;;x
nick_the_bosmer;Босмер;;;;;;;;;;;;;x
nick_the_boulder;Глыба;;;;;;;;;;;;;x
nick_the_breton;Бретон;;;;;;;;;;;;;x
nick_the_builder;Строитель;;;;;;;;;;;;;x
nick_the_bulwark;Бастион;;;;;;;;;;;;;x
nick_the_burly;Крепкий;;;;;;;;;;;;;x
nick_the_buxom;Полногрудый;;;;;;;;;;;;;x
nick_the_cabbage;Капустный;;;;;;;;;;;;;x
nick_the_cat;Кот;;;;;;;;;;;;;x
nick_the_cautious;Осторожный;;;;;;;;;;;;;x
nick_the_cheat;Мошенник;;;;;;;;;;;;;x
nick_the_clean;Чистый;;;;;;;;;;;;;x
nick_the_colovian;Коловианец;;;;;;;;;;;;;x
nick_the_companion;Компаньон;;;;;;;;;;;;;x
nick_the_shield_sister;Сестра Щита;;;;;;;;;;;;;x
nick_the_cripple;Калека;;;;;;;;;;;;;x
nick_the_crow;Ворона;;;;;;;;;;;;;x
nick_the_cursed;Проклятый;;;;;;;;;;;;;x
nick_the_dark_elf;Тёмный Эльф;;;;;;;;;;;;;x
nick_the_deaf;Глухой;;;;;;;;;;;;;x
nick_the_diseased;Больной;;;;;;;;;;;;;x
nick_the_dragonborn;Драконорожденный;;;;;;;;;;;;;x
nick_the_half_human;Получеловек;;;;;;;;;;;;;x
nick_the_dreamer;Мечтатель;;;;;;;;;;;;;x
nick_the_dull;Скучный;;;;;;;;;;;;;x
nick_the_dunmer;Данмер;;;;;;;;;;;;;x
nick_the_easterner;Восточный;;;;;;;;;;;;;x
nick_the_elf;Эльф;;;;;;;;;;;;;x
nick_the_failure;Неудачник;;;;;;;;;;;;;x
nick_the_fearless;Бесстрашный;;;;;;;;;;;;;x
nick_the_fearsome;Грозный;;;;;;;;;;;;;x
nick_the_feeble;Немощный;;;;;;;;;;;;;x
nick_the_fine;Прекрасный;;;;;;;;;;;;;x
nick_the_fist;Кулак;;;;;;;;;;;;;x
nick_the_fleet;Быстрый;;;;;;;;;;;;;x
nick_the_giant;Гигант;;;;;;;;;;;;;x
nick_the_greater;Великий;;;;;;;;;;;;;x
nick_the_grey;Серый;;;;;;;;;;;;;x
nick_the_gruff;Грубый;;;;;;;;;;;;;x
nick_the_haggard;Измученный;;;;;;;;;;;;;x
nick_the_half_elf;Полуэльф;;;;;;;;;;;;;x
nick_the_halfgiant;Полугигант;;;;;;;;;;;;;x
nick_the_heretic;Еретик;;;;;;;;;;;;;x
nick_the_hero;Герой;;;;;;;;;;;;;x
nick_the_ancient;Вечный;;;;;;;;;;;;;x
nick_the_high_elf;Высший Эльф;;;;;;;;;;;;;x
nick_the_hunter;Охотник;;;;;;;;;;;;;x
nick_the_sullen;Угрюмый;;;;;;;;;;;;;x
nick_the_huntress;Охотница;;;;;;;;;;;;;x
nick_the_ghoul;Урод;;;;;;;;;;;;;x
nick_the_immortal;Бессмертный;;;;;;;;;;;;;x
nick_the_imperial;Имперец;;;;;;;;;;;;;x
nick_the_impotent;Импотент;;;;;;;;;;;;;x
nick_the_innocent;Простодушный;;;;;;;;;;;;;x
nick_the_iron_hand;Железная Рука;;;;;;;;;;;;;x
nick_the_barren;Бесплодная;;;;;;;;;;;;;x
nick_the_islander;Островитянин;;;;;;;;;;;;;x
nick_the_keeper;Хранитель;;;;;;;;;;;;;x
nick_the_khajiit;Каджит;;;;;;;;;;;;;x
nick_the_killer;Убийца;;;;;;;;;;;;;x
nick_the_knight;Рыцарь;;;;;;;;;;;;;x
nick_the_laggard;Медлительный;;;;;;;;;;;;;x
nick_the_lean;Худой;;;;;;;;;;;;;x
nick_the_lesser;Низкорослый;;;;;;;;;;;;;x
nick_the_liar;Лжец;;;;;;;;;;;;;x
nick_the_lizard;Ящер;;;;;;;;;;;;;x
nick_the_long;Длинный;;;;;;;;;;;;;x
nick_the_mage;Маг;;;;;;;;;;;;;x
nick_the_maggot;Причудливый;;;;;;;;;;;;;x
nick_the_magistrate;Судья;;;;;;;;;;;;;x
nick_the_mainlander;Материковый;;;;;;;;;;;;;x
nick_the_man_bull;Человек-Бык;;;;;;;;;;;;;x
nick_the_merchant;Купец;;;;;;;;;;;;;x
nick_the_minstrel;Менестрель;;;;;;;;;;;;;x
nick_the_monk;Монах;;;;;;;;;;;;;x
nick_the_naked_nord;Голый Норд;;;;;;;;;;;;;x
nick_the_bandit;Бандит;;;;;;;;;;;;;x
nick_the_naughty;Озорной;;;;;;;;;;;;;x
nick_the_nibenean;Нибенеец;;;;;;;;;;;;;x
nick_the_nightblade;Ночной Клинок;;;;;;;;;;;;;x
nick_the_nose;Нос;;;;;;;;;;;;;x
nick_the_northerner;Северянин;;;;;;;;;;;;;x
nick_the_open_handed;Великодушный;;;;;;;;;;;;;x
nick_the_orc;Орк;;;;;;;;;;;;;x
nick_the_orc_lover;Орк-Любовник;;;;;;;;;;;;;x
nick_the_orsimer;Орсимер;;;;;;;;;;;;;x
nick_the_outcast;Изгой;;;;;;;;;;;;;x
nick_the_paladin;Паладин;;;;;;;;;;;;;x
nick_the_pickled;Пьяный;;;;;;;;;;;;;x
nick_the_poet;Поэт;;;;;;;;;;;;;x
nick_the_portly;Осанистый;;;;;;;;;;;;;x
nick_the_priest;Священник;;;;;;;;;;;;;x
nick_the_quiet;Тихий;;;;;;;;;;;;;x
nick_the_rat;Крыса;;;;;;;;;;;;;x
nick_the_raven;Ворон;;;;;;;;;;;;;x
nick_the_reachmen;Пределец;;;;;;;;;;;;;x
nick_the_rebel;Повстанец;;;;;;;;;;;;;x
nick_the_red;Рыжий;;;;;;;;;;;;;x
nick_the_redguard;Редгард;;;;;;;;;;;;;x
nick_the_reptile;Рептилия;;;;;;;;;;;;;x
nick_the_revered;Почитаемый;;;;;;;;;;;;;x
nick_the_rock;Скала;;;;;;;;;;;;;x
nick_the_rogue;Разбойник;;;;;;;;;;;;;x
nick_the_scallywag;Прохвост;;;;;;;;;;;;;x
nick_the_scoundrel;Негодяй;;;;;;;;;;;;;x
nick_the_robber_baron;Барон-разбойник;;;;;;;;;;;;;x
nick_the_shadowscale;Тёмный Ящер;;;;;;;;;;;;;x
nick_the_sharp;Острый;;;;;;;;;;;;;x
nick_the_silver;Серебряный;;;;;;;;;;;;;x
nick_the_slaver;Работорговец;;;;;;;;;;;;;x
nick_the_lady;Леди;;;;;;;;;;;;;x
nick_the_whore;Шлюха;;;;;;;;;;;;;x
nick_the_warlike;Воинственный;;;;;;;;;;;;;x
nick_the_singer;Певец;;;;;;;;;;;;;x
nick_the_skinny;Тощий;;;;;;;;;;;;;x
nick_the_gourmand;Обжора;;;;;;;;;;;;;x
nick_the_slayer;Убийца;;;;;;;;;;;;;x
nick_the_socialite;Светский;;;;;;;;;;;;;x
nick_the_steel_heart;Стальное Сердце;;;;;;;;;;;;;x
nick_the_timid;Робкий;;;;;;;;;;;;;x
nick_the_stinker;Мерзкий;;;;;;;;;;;;;x
nick_the_stormcloak;Буревестник;;;;;;;;;;;;;x
nick_the_swift;Быстрый;;;;;;;;;;;;;x
nick_the_hag;Колдунья;;;;;;;;;;;;;x
nick_the_crone;Старая Карга;;;;;;;;;;;;;x
nick_the_sword_maiden;Дева Меча;;;;;;;;;;;;;x
nick_the_small;Малый;;;;;;;;;;;;;x
nick_the_little;Короткий;;;;;;;;;;;;;x
nick_the_thief;Вор;;;;;;;;;;;;;x
nick_the_tongue;Болтун;;;;;;;;;;;;;x
nick_the_trader;Торговец;;;;;;;;;;;;;x
nick_the_turncoat;Перебежчик;;;;;;;;;;;;;x
