#CODE;RUSSIAN;x
d_nubia;Мукурра;x
d_nubia_adj;Мукурр;x
LIEGEPIETY_HEADER;[Player.Religion.GetPietyName] сюзерену;x
major_river_crossing;Крупная переправа;x
realm_job_spiritual;Священнослужители страны;x #Realm $TITLE$s;x
job_spiritual_finnish_pagan;Прорицатель;x
job_spiritual_finnish_pagan_reformed;Прорицатель;x
job_spiritual_baltic_pagan;Прорицатель;x
job_spiritual_baltic_pagan_reformed;Прорицатель;x
job_spiritual_slavic_pagan;Волхв;x
job_spiritual_slavic_pagan_reformed;Волхв;x
job_spiritual_tengri_pagan;Прорицатель;x
job_spiritual_tengri_pagan_reformed;Прорицатель;x
job_spiritual_zoroastrian;Мобед;x
nick_hardeknud;Хардекнуд;x
steppe;Степь;x
TOGGLE_LOOTER_FAIL_CHARALLOWED;Убедитесь, что хозяин войска, разрешает ему грабить;x
TOGGLE_LOOTER_FAIL_INOWNLAND;Отряд должен быть на дружественной территории;x
TOGGLE_LOOTER_FAIL_MERC;Убедитесь, что в отряде нет наёмников;x
TOGGLE_LOOTER_FAIL_ISATTACHED;Убедитесь, что отряд не присоединился к другому отряду;x
TOGGLE_LOOTER_FAIL_HASATTACHED;Убедитесь, что к отряду не присоединены другие отряды;x
INTERACTION_GRANT_GAVELKIND_EXPLOIT;Как старший наследник при равном разделе, §Y$NAME$§! не может получить в дар земельный титул §Y$TITLE$§!;x
ca_steppe_barracks_1;Лагерь степных воинов;x
ca_steppe_barracks_2;Лагерь степных воинов;x
ca_steppe_barracks_3;Лагерь степных воинов;x
ca_steppe_barracks_4;Лагерь степных воинов;x
ca_steppe_barracks_5;Лагерь степных воинов;x
ca_steppe_barracks_6;Лагерь степных воинов;x
ca_steppe_stable_1;Тренировочное поле степных всадников;x
ca_steppe_stable_2;Тренировочное поле степных всадников;x
ca_steppe_stable_3;Тренировочное поле степных всадников;x
ca_steppe_stable_4;Тренировочное поле степных всадников;x
ca_steppe_stable_5;Тренировочное поле степных всадников;x
ca_steppe_stable_6;Тренировочное поле степных всадников;x
CK2CoA3DLC;Dynasty Coat of Arms Pack 3;x
NorseUnitPackDLC;Norse Unit Pack;x
NorsePortraitsDLC;Norse Portraits;x
ca_steppe_barracks_desc;Степняки специализировались на конном бою в ущерб пешему, но воины, тренировавшиеся в этом лагере умеют обороняться во время битвы.;x
ca_steppe_stable_desc;Степь идеально подходит для лёгкой конницы, и кочевники прекрасно знают, как использовать это преимущество в бою. Это тренировочное поле позволяет нанимать больше лёгкой конницы и конных лучников.;x
ca_culture_nahuatl_1;Казармы ягуаров;x
ca_culture_nahuatl_2;Казармы ягуаров;x
ca_culture_nahuatl_3;Казармы ягуаров;x
ca_culture_nahuatl_4;Казармы ягуаров;x
pagan_group_succ_desc_1;отправи[GetLasLsya] к богам;x
pagan_group_succ_desc_4;держит курс в загробный мир;x
pagan_group_succ_desc_8;пирует с богами;x
norse_pagan_succ_desc_3;вознес[GetLasSya] с валькириями;x
norse_pagan_reformed_succ_desc_3;вознес[GetLasSya] с валькириями;x
norse_pagan_succ_desc_4;на пути в Асгард;x
norse_pagan_reformed_succ_desc_4;на пути в Асгард;x
norse_pagan_succ_desc_8;пирует в Валгалле;x
norse_pagan_reformed_succ_desc_8;пирует в Валгалле;x
muslim_succ_desc_1;вкушает белый изюм в блаженном Раю;x
muslim_succ_desc_2;едет на белых верблюдах;x
muslim_succ_desc_3;вознесен[GetEndA] Аллахом;x
muslim_succ_desc_4;держит курс в Джаннат;x
muslim_succ_desc_8;с гуриями в Раю;x
west_african_pagan_succ_desc_1;воссоедини[GetLasLsya] с предками;x
west_african_pagan_reformed_succ_desc_1;воссоедини[GetLasLsya] с предками;x
DE_JURE_INDP_DESC;Обретает де-юре независимость, как §Y$TITLE$§! (§Y$YEARS$§!/$NEEDED_YEARS$ лет);x
EVTDESC_TOG_4016;Я надеюсь, Вы в добром здравии, [Root.GetTitledFirstName]. Меня зовут Палнатоки, и я взял на себя смелость создать братство воинов посвящённых Тору и Одину. Во время плавания вдоль побережья Рюгена, я нашёл идеальное место, чтобы построить нашу крепость и прошу Вашего разрешения поселиться на этой земле.\n\nПодпись:\n[From.GetTitledName];x
EVTDESC_TOG_4026;Я надеюсь, Вы в добром здравии, [Root.GetTitledFirstName]. Меня зовут Палнатоки, и я взял на себя смелость создать братство воинов посвящённых Тору и Одину. Во время плавания вдоль побережья Верле, я нашёл идеальное место, чтобы построить нашу крепость и прошу Вашего разрешения поселиться на этой земле.\n\nПодпись:\n[From.GetTitledName];x
INTERACTION_CONSORT_NOT_PREGNANT;Убедитесь, что наложница не беременна;x
SETTLEMENT_LOOTED_LOG;[Root.GetSETTLEMENT_LOOTED_LOG1]§Y$LOOTER$§![Root.GetSETTLEMENT_LOOTED_LOG2] поселение §Y$SETTLEMENT$§! на §Y$LOOT$§!¤;x
EVTDESC20377;[Root.PrimaryTitle.GetFOA], правитель округа [From.Location.GetName], [FromFrom.GetTitledName], хотел[FromFrom.GetEndA] обеспечить моё молчание, подослав ко мне убийц! К счастью, мне удалось уйти от них. Я продолжу распространять слухи о [FromFrom.GetHersHis] коррумпированности и уничтожу [FromFrom.GetHersHis] доброе имя среди [FromFrom.GetHersHis] вассалов.\nВаш [Root.GetSpymasterName],\n [From.GetTitledName];x
